Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
PDAC215Tkf1_R2	67.43163681669054	54.0	74.97770016580317	27.27272727272727	132539685.0
PDAC216T_F8-9kf1_R1	70.8032296450686	56.0	74.98718704654074	18.181818181818183	56333616.0
PDAC216T_F8-9kf1_R2	72.9569924185963	56.0	74.98718704654074	9.090909090909092	56333616.0
PDAC216Tkf1_R1	60.786297559448734	50.0	74.99097927021906	18.181818181818183	95979596.0
PDAC216Tkf1_R2	60.91846845532432	50.0	74.99097927021906	18.181818181818183	95979596.0
PDAC217T_F8-9kf1_R1	78.05822141895148	60.0	74.98128693184182	27.27272727272727	58290655.0
PDAC217T_F8-9kf1_R2	77.82191714029287	60.0	74.98128693184182	27.27272727272727	58290655.0
PDAC217Tkf1_R1	71.78041157903147	55.0	74.98902799772853	27.27272727272727	91793911.0
PDAC217Tkf1_R2	71.67265023306973	55.0	74.98902799772853	18.181818181818183	91793911.0
PDAC218T_F8-9kf1_R1	66.14676071760591	53.0	74.98828190879374	27.27272727272727	55890502.0
PDAC218T_F8-9kf1_R2	67.31023618851319	52.0	74.98828190879374	9.090909090909092	55890502.0
PDAC218Tkf1_R1	78.21898278282563	53.0	74.99184030445547	27.27272727272727	108568389.0
PDAC218Tkf1_R2	77.10070902569036	53.0	74.99184030445547	18.181818181818183	108568389.0
PDAC219T_F8-9kf1_R1	67.22717515583847	56.0	74.98327711344699	27.27272727272727	41557359.0
PDAC219T_F8-9kf1_R2	66.33926885830512	56.0	74.98327711344699	18.181818181818183	41557359.0
PDAC219Tkf1_R1	60.272834842759764	51.0	74.98847271208187	27.27272727272727	106810640.0
PDAC219Tkf1_R2	61.0421703615535	51.0	74.98847271208187	27.27272727272727	106810640.0
PDAC220T_F8-9kf1_R1	87.69648155885112	60.0	74.97943023761576	27.27272727272727	63332963.0
PDAC220T_F8-9kf1_R2	86.52208640282338	62.0	74.97943023761576	27.27272727272727	63332963.0
PDAC220Tkf1_R1	65.43129265222498	51.0	74.99103058202	27.27272727272727	99978059.0
PDAC220Tkf1_R2	65.43667464955195	52.0	74.99103058202	27.27272727272727	99978059.0
PDAC221T_F8-9kf1_R1	75.997553089635	57.0	74.98502682263745	27.27272727272727	43705620.0
PDAC221T_F8-9kf1_R2	75.34169189270129	56.0	74.98502682263745	27.27272727272727	43705620.0
PDAC221Tkf1_R1	69.26621458608406	52.0	74.99018352799698	27.27272727272727	90865537.0
PDAC221Tkf1_R2	66.58439265679102	53.0	74.99018352799698	18.181818181818183	90865537.0
PDAC222T_F8-9kf1_R1	73.4673331737842	56.0	74.98101407437854	27.27272727272727	47213026.0
PDAC222T_F8-9kf1_R2	73.65630140489422	57.0	74.98101407437854	9.090909090909092	47213026.0
PDAC222Tkf1_R1	69.08468799370827	51.0	74.98820625643752	18.181818181818183	97710366.0
PDAC222Tkf1_R2	71.36516388529475	51.0	74.98820625643752	27.27272727272727	97710366.0
PDAC223T_F8-9kf1_R1	76.1691217378903	56.0	74.98483216761512	27.27272727272727	54548203.0
PDAC223T_F8-9kf1_R2	75.82732480164842	56.0	74.98483216761512	27.27272727272727	54548203.0
PDAC223Tkf1_R1	65.52636434586708	52.0	74.98950731632914	27.27272727272727	104002087.0
PDAC223Tkf1_R2	65.74409936478642	51.0	74.98950731632914	18.181818181818183	104002087.0
PDAC224T_F8-9kf1_R1	59.357583025413824	51.0	74.98884370599228	27.27272727272727	57492748.0
PDAC224T_F8-9kf1_R2	61.40775223772152	51.0	74.98884370599228	18.181818181818183	57492748.0
PDAC224Tkf1_R1	70.51526309085305	52.0	74.9917928410221	27.27272727272727	93827109.0
PDAC224Tkf1_R2	69.84835473977058	52.0	74.9917928410221	27.27272727272727	93827109.0
PDAC225T_F8-9kf1_R1	57.799858641458	54.0	74.98364016216574	18.181818181818183	50459241.0
PDAC225T_F8-9kf1_R2	59.688111486486385	54.0	74.98364016216574	18.181818181818183	50459241.0
PDAC225Tkf1_R1	59.923607877009175	50.0	74.99082749954214	18.181818181818183	94525152.0
PDAC225Tkf1_R2	59.999607107153345	51.0	74.99082749954214	27.27272727272727	94525152.0
PDAC226T_F8-9kf1_R1	88.18088612777419	61.0	74.97956687979601	36.36363636363637	85767322.0
PDAC226T_F8-9kf1_R2	86.41689366241819	62.0	74.97956687979601	36.36363636363637	85767322.0
PDAC226Tkf1_R1	63.491407130789064	52.0	74.98790313311424	27.27272727272727	112451597.0
PDAC226Tkf1_R2	62.775305060880946	52.0	74.98790313311424	18.181818181818183	112451597.0
PDAC227T_F8-9kf1_R1	62.65309465139337	54.0	74.98664810335832	27.27272727272727	49892687.0
PDAC227T_F8-9kf1_R2	65.72262993934136	54.0	74.98664810335832	9.090909090909092	49892687.0
PDAC227Tkf1_R1	73.19303541512629	54.0	74.99077553497604	27.27272727272727	82957548.0
PDAC227Tkf1_R2	73.08258015293565	54.0	74.99077553497604	27.27272727272727	82957548.0
