Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
PDAC206T_R2_fastq	73.12276121870465	50.0	75.0	9.090909090909092	172817666.0
PDAC207T_F8-9_R1_fastq	63.62537316976832	54.0	75.0	9.090909090909092	88142596.0
PDAC207T_F8-9_R2_fastq	62.53577528375968	55.0	75.0	27.27272727272727	88142596.0
PDAC207T_R1_fastq	57.068554580790966	53.0	75.0	18.181818181818183	84985892.0
PDAC207T_R2_fastq	56.81638683239493	53.0	75.0	18.181818181818183	84985892.0
PDAC208T_F8-9_R1_fastq	77.21720633318131	58.0	75.0	27.27272727272727	58704587.0
PDAC208T_F8-9_R2_fastq	75.20056231525552	59.0	75.0	27.27272727272727	58704587.0
PDAC208T_R1_fastq	62.49028550005432	50.0	75.0	18.181818181818183	101720382.0
PDAC208T_R2_fastq	58.517020051961104	50.0	75.0	27.27272727272727	101720382.0
PDAC209T_F8_9_R1	54.65503758816928	52.0	75.0	18.181818181818183	38805686.0
PDAC209T_F8_9_R2	57.05937245476781	52.0	75.0	9.090909090909092	38805686.0
PDAC209T_R1	62.97299633902615	50.0	75.0	27.27272727272727	88294891.0
PDAC209T_R2	62.95450802063339	50.0	75.0	18.181818181818183	88294891.0
PDAC210T_F8-9_R1_fastq	72.96934561715535	58.0	75.0	27.27272727272727	49716412.0
PDAC210T_F8-9_R2_fastq	70.60436119004378	58.0	75.0	18.181818181818183	49716412.0
PDAC210T_R1_fastq	61.227308228936714	49.0	75.0	18.181818181818183	74321837.0
PDAC210T_R2_fastq	57.47482017247004	49.0	75.0	18.181818181818183	74321837.0
PDAC211T_F8_9_R1	59.70975166371055	54.0	75.0	27.27272727272727	52231701.0
PDAC211T_F8_9_R2	60.75110940963134	55.0	75.0	18.181818181818183	52231701.0
PDAC211T_R1	60.64272371641	48.0	75.0	27.27272727272727	112677331.0
PDAC211T_R2	60.71903561421012	48.0	75.0	18.181818181818183	112677331.0
PDAC212T_F8-9_R1_fastq	65.64336323260329	54.0	75.0	18.181818181818183	61985492.0
PDAC212T_F8-9_R2_fastq	66.90236734257766	53.0	75.0	18.181818181818183	61985492.0
PDAC212T_R1_fastq	34.08702356927374	49.0	75.0	9.090909090909092	2347296.0
PDAC212T_R2_fastq	59.22576854082039	50.0	75.0	27.27272727272727	81731362.0
PDAC213T_F8-9_R1_fastq	82.21126095515282	58.0	75.0	18.181818181818183	72853804.0
PDAC213T_F8-9_R2_fastq	81.46016660136237	57.0	75.0	27.27272727272727	72853804.0
PDAC213T_R1_fastq	71.05226465162029	53.0	75.0	27.27272727272727	132885349.0
PDAC213T_R2_fastq	71.16888472603361	53.0	75.0	27.27272727272727	132885349.0
PDAC214T_F8-9_R1_fastq	80.89051368242609	59.0	75.0	27.27272727272727	75433859.0
PDAC214T_F8-9_R2_fastq	80.38455593327652	58.0	75.0	27.27272727272727	75433859.0
PDAC214T_R1_fastq	71.2618303817348	54.0	75.0	27.27272727272727	89343484.0
PDAC214T_R2_fastq	70.79995077678063	54.0	75.0	27.27272727272727	89343484.0
PDAC215T_F8-9_R1_fastq	91.8131757785701	60.0	75.0	27.27272727272727	72412650.0
PDAC215T_F8-9_R2_fastq	90.88776152748383	61.0	75.0	27.27272727272727	72412650.0
PDAC215T_R1_fastq	67.9315104568405	54.0	75.0	27.27272727272727	132539685.0
PDAC215T_R2_fastq	67.39344566562207	54.0	75.0	27.27272727272727	132539685.0
PDAC216T_F8-9_R1_fastq	70.78877488273807	56.0	75.0	18.181818181818183	56333616.0
PDAC216T_F8-9_R2_fastq	72.94630605433713	56.0	75.0	9.090909090909092	56333616.0
PDAC216T_R1_fastq	60.77499455721608	50.0	75.0	18.181818181818183	95979596.0
PDAC216T_R2_fastq	60.90919183407122	50.0	75.0	18.181818181818183	95979596.0
PDAC217T_F8-9_R1_fastq	78.04399063036107	59.0	75.0	27.27272727272727	58290655.0
PDAC217T_F8-9_R2_fastq	77.76717586671342	59.0	75.0	18.181818181818183	58290655.0
PDAC217T_R1_fastq	71.78043642553045	55.0	75.0	18.181818181818183	91793911.0
PDAC217T_R2_fastq	71.65533274435477	55.0	75.0	18.181818181818183	91793911.0
PDAC218T_F8-9_R1_fastq	66.15930397187722	53.0	75.0	27.27272727272727	55890502.0
PDAC218T_F8-9_R2_fastq	67.28692107961571	52.0	75.0	9.090909090909092	55890502.0
PDAC218T_R1_fastq	78.21786138513143	53.0	75.0	27.27272727272727	108568389.0
PDAC218T_R2_fastq	77.0819718804001	53.0	75.0	18.181818181818183	108568389.0
PDAC219T_F8-9_R1_fastq	67.21693034676628	56.0	75.0	18.181818181818183	41557359.0
PDAC219T_F8-9_R2_fastq	66.28698651653278	56.0	75.0	18.181818181818183	41557359.0
PDAC219T_R1_fastq	60.27543524034255	50.0	75.0	27.27272727272727	106810640.0
PDAC219T_R2_fastq	61.022633907086664	51.0	75.0	27.27272727272727	106810640.0
PDAC220T_F8-9_R1_fastq	87.68266304878645	60.0	75.0	36.36363636363637	63332963.0
PDAC220T_F8-9_R2_fastq	86.44702533754057	61.0	75.0	36.36363636363637	63332963.0
PDAC220T_R1_fastq	65.43992975821294	51.0	75.0	27.27272727272727	99978059.0
PDAC220T_R2_fastq	65.41302816286445	51.0	75.0	27.27272727272727	99978059.0
PDAC221T_F8-9_R1_fastq	75.98116069674822	56.0	75.0	27.27272727272727	43705620.0
PDAC221T_F8-9_R2_fastq	75.26353283430261	56.0	75.0	27.27272727272727	43705620.0
PDAC221T_R1_fastq	69.25169999915732	52.0	75.0	27.27272727272727	90865537.0
PDAC221T_R2_fastq	66.53794470616323	53.0	75.0	18.181818181818183	90865537.0
PDAC222T_F8_9_R1	73.47118388590293	56.0	75.0	27.27272727272727	47213026.0
PDAC222T_F8_9_R2	73.65408510300853	57.0	75.0	9.090909090909092	47213026.0
PDAC222T_R1	69.1054088014815	51.0	75.0	18.181818181818183	97710366.0
PDAC222T_R2	71.36411272021722	51.0	75.0	27.27272727272727	97710366.0
PDAC223T_F8-9_R1_fastq	76.1705863910973	56.0	75.0	18.181818181818183	54548203.0
PDAC223T_F8-9_R2_fastq	75.79823707347323	55.0	75.0	27.27272727272727	54548203.0
PDAC223T_R1_fastq	65.52738605972124	52.0	75.0	27.27272727272727	104002087.0
PDAC223T_R2_fastq	65.71985867989267	51.0	75.0	18.181818181818183	104002087.0
PDAC224T_F8-9_R1_fastq	59.352370406950314	51.0	75.0	18.181818181818183	57492748.0
PDAC224T_F8-9_R2_fastq	61.38791848799633	51.0	75.0	18.181818181818183	57492748.0
PDAC224T_R1_fastq	70.5013181909996	52.0	75.0	27.27272727272727	93827109.0
PDAC224T_R2_fastq	69.80921837471624	52.0	75.0	27.27272727272727	93827109.0
PDAC225T_F8-9_R1_fastq	57.80796068390291	54.0	75.0	18.181818181818183	50459241.0
PDAC225T_F8-9_R2_fastq	59.66587561550484	54.0	75.0	18.181818181818183	50459241.0
PDAC225T_R1_fastq	59.93494848542219	50.0	75.0	18.181818181818183	94525152.0
PDAC225T_R2_fastq	59.97398150225203	51.0	75.0	27.27272727272727	94525152.0
PDAC226T_F8-9_R1_fastq	88.15266602949703	60.0	75.0	36.36363636363637	85767322.0
PDAC226T_F8-9_R2_fastq	86.3535135138217	62.0	75.0	36.36363636363637	85767322.0
PDAC226T_R1_fastq	63.49692702472499	52.0	75.0	27.27272727272727	112451597.0
PDAC226T_R2_fastq	62.73816041250429	52.0	75.0	27.27272727272727	112451597.0
PDAC227T_F8-9_R1_fastq	62.64348286590887	54.0	75.0	18.181818181818183	49892687.0
PDAC227T_F8-9_R2_fastq	65.65442326991644	54.0	75.0	9.090909090909092	49892687.0
PDAC227T_R1_fastq	73.19619237871967	54.0	75.0	18.181818181818183	82957548.0
PDAC227T_R2_fastq	73.05402538644702	54.0	75.0	27.27272727272727	82957548.0
