;PDAC018T;PDAC029T;PDAC013T;PDAC020T;PDAC021T;PDAC017T;PDAC031T;PDAC012T;PDAC032T;PDAC028T;PDAC030T;PDAC027T;PDAC025T;PDAC011T;PDAC024T;PDAC008T;PDAC026T;PDAC019T;PDAC015T;PDAC001T;PDAC022T
ENSMUSG00000059923;6.88069003875274;6.95674759045208;6.02213567082881;6.35023356520438;6.87923799791617;7.1971647803308;7.55803887069815;7.02935605172423;7.52863122517731;6.7612683231263;7.02795248907739;7.36912832666194;7.58721590828771;7.88326516383724;6.86588614334295;8.05145633885548;7.01285592014233;8.10832924049843;7.02741106951527;6.30587693822668;7.10820109362112
ENSMUSG00000079057;5.28543703220385;6.14199293840712;4.87081720985304;4.68486607323425;5.52505130891334;5.82733617545325;6.23038678262234;5.34048037939226;6.17434125985555;5.19411483850827;4.99638815168398;6.06721250436896;5.68902339431008;6.63690283002096;5.50350422088957;7.13960736046008;5.67526829329098;6.88267956523663;5.86410942985249;4.7509888778995;5.30516482706192
ENSMUSG00000039062;7.32943781706539;8.7004202986068;6.3673753273774;6.66050940919852;6.99495896287253;8.62658643321046;9.04682603354757;7.44015009346172;9.02787043212246;7.24737332845467;8.14822145589311;7.83154063917677;9.14103848924784;9.43481269972152;7.54916590186062;10.0178699540637;7.85557559226362;10.1009508340414;8.13114013907663;6.5507834595366;8.04577306996894
ENSMUSG00000061666;2.70939018496417;3.83349421815692;1.29947957026225;2.70251909476471;2.86134297502685;3.43340368340931;3.55630930965179;3.39318570160503;4.06276145967061;3.08502578971335;3.17339925694856;3.21593798271684;3.54445677799953;4.33640409369152;3.01842645016299;4.96691526266313;2.78928139495811;4.92975631656148;2.88149094862939;2.49472396130465;3.2000601119708
ENSMUSG00000026307;4.59555383214962;4.68049342404258;3.65213268924646;3.45085246683028;4.18515506429337;4.7771049860771;5.12432601943664;4.48643112018704;5.20312054305089;4.24764570583357;4.47862245151556;4.87390612877153;5.47042243651857;5.67152955929487;4.57493395217624;5.6141476935719;4.953137675562;6.31203533687265;4.89806949170598;3.72749020696187;5.14343853569816
ENSMUSG00000031387;5.65242234834668;5.38852639126979;4.46554813075104;4.6252454636093;5.27214982485776;5.4170402934584;6.13320113793779;5.27394889056935;5.84824563908565;5.28100361972104;5.43522221484906;5.40773736911673;6.50294197512978;6.28540806940944;5.39920970661031;6.20066472815525;5.27797307244453;6.58326329560109;5.42284225141816;4.45256182872282;5.58866027898982
ENSMUSG00000015027;5.06281373392685;5.88482853087283;4.32424197035362;4.59137257736459;5.16640871396051;5.7177331753399;6.57667905361742;5.11115910518762;6.61009413465215;5.37040487692941;5.20890658127019;4.88925746351592;6.39675636193486;6.80465097395031;4.9823695365126;6.8282462949791;5.12837767645669;7.51635937444465;5.10511149905583;4.63263811935468;5.60945914139767
ENSMUSG00000026956;5.84417600269595;6.14782117175292;4.46554813075104;4.83715317190619;5.58464917775779;6.08968247070327;6.59179042574264;5.26504021115705;6.73852525362439;5.62204814825118;5.73327722359764;5.67777123416791;7.19892511688721;6.96931478125217;5.80051140199674;6.81763762124672;5.62727501862127;7.49101169362308;5.56983928499002;4.83326062043194;5.93547753646433
ENSMUSG00000020629;4.58985388818679;5.5629630811491;4.19875948485323;4.63434714672576;5.20014402009402;5.1907533647748;5.6882816126694;5.51844629856364;5.88881419689228;4.50844340708861;4.74706477674064;4.62681433627138;5.24623510783848;6.34659019477812;5.16838100438722;6.33010028712217;5.09599916798388;6.42341949375097;5.00530140246665;4.00289754340491;5.13526593166721
ENSMUSG00000002944;5.13504235986537;8.23990694605135;3.23737792258693;4.86834625482825;5.0887771753815;7.19380427505362;9.25210488208385;9.1714119371095;7.66042187174228;3.55489242767717;5.31552766700602;4.20070582821171;8.02287710934499;8.30923853488945;6.76690948354957;9.24670239775767;7.01685273658382;9.81802364283831;6.75805380173011;4.3474450901536;7.75712095023959
ENSMUSG00000034593;8.18870406702267;9.25109365884748;7.6984594139576;7.95589824642221;7.88860148983501;8.57348694854556;8.90077246179455;8.39957216569767;8.81318240787384;8.01622017267053;8.46890813475484;7.6739564259688;8.8608987755903;9.13144838925984;7.55659308984865;9.19100435298432;8.08132397366703;9.29841766041841;8.2433584709341;7.94099685960465;8.15186828120937
ENSMUSG00000034656;4.22091762014895;4.76634462495791;3.99180464686613;3.83985031128033;3.3562425343793;4.76507882367805;5.47665180463727;4.39138866748603;5.1252200140721;3.26632758232834;3.88722611213163;3.64076019079868;5.22955480867673;5.3134019445793;3.76505424536424;6.35357571422121;4.04672450008104;5.17638516649819;4.48473336553423;3.45949997388893;4.55859284279993
ENSMUSG00000029470;6.79349030324331;7.53111797509303;6.1472896540656;6.48295620672781;6.69715158262108;7.33421789313365;7.88809213017164;7.12764434771145;7.87899553594442;6.60479678689763;7.0839740741369;7.12330276305257;7.60025018208758;8.03574702992639;7.05128421731328;8.66566948880947;7.08696430582359;8.80730657577297;7.29382110951104;6.4725512133852;7.003216355197
ENSMUSG00000021273;2.75084549662084;2.99401757350118;3.12823779096343;3.17127539270048;3.75680280684871;2.98208468290355;3.48902894409174;4.24804943524827;3.35023665393744;3.23402378290204;2.58065299384527;3.31019687199571;3.2122679101133;2.77895405123706;4.06688401360918;4.11981596693798;3.08157757477469;3.78662730721752;3.26364359470847;3.310244289955;3.96153169817833
ENSMUSG00000032122;6.96126363928345;7.90169966801766;6.01119907317065;6.46606289990351;7.10080788468783;7.76847710096118;8.61595805678848;7.45262779243289;8.1277670123655;6.80590609220196;7.24585096003986;6.75380788876375;8.27610002882508;8.79614517714357;7.04984960482445;8.70635315580618;7.25090872658294;8.98716491681325;7.24714190494383;6.63347531730175;7.37087752166054
ENSMUSG00000027775;7.20585742632872;7.94166909561721;6.85716939834452;7.23727440507664;7.61300510010809;7.51159325076345;7.64367280080681;7.0716939863372;7.96722396265431;6.90327378503202;6.9696673250386;7.30270956341067;7.49208476958034;8.01506772570278;7.7128192775794;8.29400616538233;7.33494841486309;8.5944836104248;7.25616517334653;6.96317278545459;7.31227591891599
ENSMUSG00000031295;4.07758101739708;4.94878304082806;4.04424812622525;4.10722561495595;3.83863899614607;4.40712055685529;4.80625556743131;4.84635356005205;4.38792911081886;3.71949329228636;4.25189820881901;3.95608514632981;4.55475328555846;4.90607264950268;4.11523845558147;5.01391279574589;4.40898450024251;5.33382824375986;4.22305861502948;3.94564602871023;4.05113698016921
ENSMUSG00000037280;5.03581619038337;5.96294029859065;3.62942607746094;4.97488902199136;5.18578251608707;5.99116715190478;6.86654001534354;5.2104010249239;6.52624470760896;5.88039892613353;6.20882402990797;5.09996149773708;6.79135420628091;7.04703777274839;4.78496153381856;6.97774144824002;5.41350366879288;7.4221883049343;5.50030877905746;4.57339555801011;5.18362120752751
ENSMUSG00000020661;7.32687014516789;8.26559673774626;6.92982108926944;6.90948845955565;6.48579037005259;7.8803628176181;8.36174536945952;7.00012612544185;8.23196010434029;7.09832568653936;7.59713241992806;6.88594520436306;8.61056622339332;8.47704152251616;6.8121782244373;8.82601495267247;7.29984156033367;9.29598029207772;7.37318739724381;7.15848760672316;7.02106816621967
ENSMUSG00000029650;3.18058469703572;3.52263182461576;2.3258382010177;2.36617438558556;3.10468621201613;3.36333915506844;3.94318675113669;3.99860972968768;4.24791600462382;2.34391911302634;3.49194753621821;2.78071166955487;3.53769736548837;4.16106092596937;3.93632455854483;5.06731254909546;3.50986573691806;4.51315838143365;3.38661660397059;2.62685834867979;3.41783917405028
ENSMUSG00000036622;7.57315909554102;7.77719313662399;6.38103286350112;6.86443086537472;6.84917668075297;7.94308589760731;8.29621956046114;7.35034922482207;8.14641063212535;7.48438327626879;7.78514219579298;7.63090070748952;8.42500483739035;8.4175054480662;7.38706378399741;8.74058881766681;7.48867035958768;9.15701783457896;7.65778650633752;6.95352435248533;7.7952261378922
ENSMUSG00000038910;5.34586641754214;6.0116950509286;4.81153531914653;5.09842269058058;5.07585525379826;5.7758245360813;5.65605505898309;5.64744452797603;5.96938615825328;5.07758452212983;5.54260988171799;5.53030125721298;6.18273395448118;5.83776190722749;5.13268667422291;6.64280885817819;5.72823128828732;6.39636923588672;5.74184675630281;5.10659173872551;5.06816292397018
ENSMUSG00000010609;5.03161751231647;5.65995534196464;4.41996676376831;4.60378220324596;4.95120655549037;5.62762140588415;6.00961893775584;5.26205838453282;5.71438156354815;5.03133898149652;4.88701976029266;5.68155500533552;6.02975994942272;6.23860592564426;5.2802736036961;6.63369217526778;5.2601002232767;6.65933572457784;5.28735030661807;4.43047390579253;4.97506992872529
ENSMUSG00000025950;6.11512616932442;7.18078208956203;5.31333048802913;6.08959591666955;6.33993318670912;6.61020230826264;7.12520839710023;7.29963113237123;6.90317315328639;5.8681724207305;6.1022191708171;5.89757135828553;6.90404547078885;7.02750446999958;6.53296482728013;7.40041713039817;6.37170332799548;7.59441983486069;6.18730503290467;5.43805182872447;6.56138315063573
ENSMUSG00000034189;5.00616555339556;5.25989170034999;4.25175691213031;4.88369347424385;4.96528890645824;5.33399650360441;5.47882102549495;4.94633260812635;5.43604569939882;4.67411752048918;4.94511456878334;5.0461918307368;5.40693207916481;5.48934119697158;5.11633151674643;6.01925307373109;5.03424459428306;6.09711838531393;5.06033897130672;4.61805398230535;4.80001709852462
ENSMUSG00000026113;5.66331874001161;5.84711550295065;5.54025659590311;5.42646468120042;5.11427890045214;5.66207624779279;5.67509892038672;5.36847684450924;5.93797147173786;5.16299584308965;5.7872118183565;5.56758385990687;6.09797210006472;6.01485005905026;5.61893821084028;6.08718417085159;5.84373754969724;6.47139928465951;5.74096042290375;5.60512358309661;5.13935802071368
ENSMUSG00000027227;3.94990633145412;4.88275109865516;3.77100663025889;3.79726273710936;4.71160735114936;4.74378875699552;5.31850306524745;5.09449305966283;5.19620995484991;3.86722288412317;4.45881775695485;4.46938039895376;5.28711113196503;5.51200830537036;4.74059631095926;5.76128626677979;4.4331125726249;6.00736972342335;4.62392794909386;3.50776621057295;4.92379892372853
ENSMUSG00000019528;5.4264284135278;6.91406809432709;4.50973337036453;4.61914561710047;5.1953727193167;6.01675081131059;6.53975258747644;6.59232701582021;7.41318452753914;5.22457674434138;5.98940657033595;5.58923100564117;6.86205012791751;7.60220844246865;5.66089098347727;7.49569022228907;5.48063921085084;8.2000276818194;5.73117464653311;4.06514941269355;6.06158537921124
ENSMUSG00000029919;6.28701036123783;7.3210731197172;5.54329656775989;5.90888062904266;6.25306060358394;6.95400430783113;7.45051492365458;6.56476248399798;7.7999097595314;6.145030748743;6.69422727010709;6.16234785716652;7.50946195190183;7.28936055108249;5.80958211795777;7.35174786295646;6.02134766881038;7.78241961218598;6.01250892199452;5.51353661267548;6.82414880006451
ENSMUSG00000025178;6.27462826462931;6.51023712419837;6.00017893505881;6.13839421094352;5.92588227425991;6.59754223174739;6.96962920377814;5.86547893488634;6.64011029265219;6.46333882276649;6.49309621994303;6.05072832166548;6.77204585658151;7.0353495559614;6.20973580054556;7.49812290719072;6.28377015896632;7.56295225284306;6.31130538079799;6.29445735976033;6.25124699416035
ENSMUSG00000001751;6.09615245350496;6.66861942965189;4.79632625106284;5.54703451110197;5.99752339209329;6.35033323860203;7.26122716795996;5.81550732223286;7.05412918433153;6.17369964453877;6.08078333076629;5.90514255934762;7.0152745771;7.94078489259266;5.75545608663126;7.2751415636784;6.1372566148843;8.1053341352598;6.01837291378916;5.13759869117614;6.04423093637538
ENSMUSG00000031903;7.40968409875081;7.35673670773727;6.47317818420923;6.72654227811081;6.84613580862553;7.7495281811933;7.96515849833615;7.44344417570976;7.79876967927789;7.03176277762703;7.37210060092757;7.00094487835722;7.8132316011681;8.2052816007144;7.3494635189573;8.41643657119561;7.39606507097564;8.53578432837084;7.37375930391349;6.74394530560006;7.60711792851009
ENSMUSG00000039616;3.24728015636404;4.4003177724366;2.74034381961838;3.02207425702422;3.28616918300633;3.86383221076776;4.43832072051672;3.57717918865209;4.50066699045298;3.48340696433581;3.77425077521288;3.70661213761544;4.77190625274635;5.04466990407538;3.48268187065238;4.77161800271991;3.83365656578976;5.69083665810379;3.71739323177298;2.87600458168397;3.2763646811516
ENSMUSG00000020901;6.46413728319724;7.09388810218774;5.54633014741325;6.25411522520527;5.79638400756399;7.09818263694519;7.56213660168992;6.59113944573386;7.30866653264542;6.06465242408276;6.93185626496647;6.91730519591009;7.51850186814111;7.50527294965218;5.97995889364355;7.89730697275615;6.40156175607878;7.79362696948563;6.71040066872499;6.35654123164356;6.33569747598942
ENSMUSG00000031996;8.39337159039909;8.99717252194679;7.79662745929876;7.96704804840301;8.09289602949099;8.63425115484479;9.52906000600868;8.86589484031568;9.39174458845611;8.21377966910306;8.45189376067367;7.87762495585576;9.03373660741528;9.61869175492603;8.12411994470606;9.62887581648744;8.35829824602235;9.97211875702331;8.29439340652215;7.70205299021374;8.65254192943787
ENSMUSG00000025477;5.56796545795139;4.53982756055719;5.7626162782943;5.41418676006469;5.15662336801628;4.98321452131662;4.74629266204408;4.65957212422485;4.64299020312451;5.634476567896;4.95927996368909;5.07332715114573;4.71012191118561;4.96476316915238;5.31572235519918;5.02475204021123;5.2623464757785;4.91223542865136;4.92952902252879;5.55623686043189;4.80517774501627
ENSMUSG00000020029;8.18185288127431;8.12617590297841;8.38517877589272;8.72581825415848;8.59845483367998;8.09192132277783;7.78886465801996;8.03315240366701;8.1654062374791;8.5535092357511;7.98241518441468;8.00388053864237;7.62716515101379;7.89732353656975;8.38660884468952;7.89693830185282;8.13563312333687;7.95324970736255;8.2006415832787;8.40325284908983;8.23069522242276
ENSMUSG00000035891;6.96732142506222;7.54921322294798;6.1231123845634;6.75602864979504;6.44013602638978;7.22706219277512;7.83954234845227;6.79777573461238;7.51758590717244;7.01601685497607;7.14721214568058;6.42562962704755;7.66758672660038;8.05709776891024;6.69040680297227;8.23075883705161;6.9838833760364;8.28869826693373;6.87658722222826;6.44664859486821;6.68410826888669
ENSMUSG00000073678;6.22308873985642;7.0041030089223;5.67663223544852;5.61144230378526;6.20994802243696;6.36035996746794;6.47058744978426;5.84768790192428;6.46047688791585;5.48693219768242;5.46531136680431;5.78483477416408;6.17622033073838;6.89365294677118;6.08454764502206;7.65663837417156;5.79336687195074;7.45751376303679;6.58166421919469;5.35693528718974;5.91414102256715
ENSMUSG00000024737;7.0819015595087;7.37009425798761;5.79102812925666;6.1114880678034;6.74037567580834;7.69114073531765;8.02204587078162;6.261566601939;7.780789787635;6.89124041431196;6.75503707797909;7.62239568348934;7.91290870902784;8.3600990630362;7.16829003889865;8.49988823266812;7.2072703175758;9.10858759596179;7.1042038332272;6.56859050909297;6.92478076039844
ENSMUSG00000034714;6.53184564462165;7.38497513946391;5.93454688946528;6.28140976497908;6.28709498560751;7.20553195601793;7.59949883604244;6.3818214858063;7.57820088095944;6.53690470935463;7.21764852634957;6.10151057131633;7.50903006357178;7.95533047515568;6.30421484472428;8.16430481545773;6.4682697849918;8.56597726330494;6.44955716121396;6.50197399670081;6.72824527794252
ENSMUSG00000058135;3.638192615466;4.589208371561;2.46057784622821;3.14604212912328;3.87489875227433;4.6747553660797;5.64643802257023;5.43353157204968;5.165875551523;3.58081193142289;4.19716763925624;3.9435346376549;5.03208886404985;6.01485005905026;4.2939150216433;5.59063183521973;4.25055439708714;5.92531640895424;3.85154643056065;2.85127747343665;5.0245812056665
ENSMUSG00000027452;4.05293402042962;4.52497619151252;3.49771862963619;3.81871366374737;3.87489875227433;4.25634435512782;4.86714132930906;4.97575165906704;5.18926610516502;3.91555050430613;3.79546074593904;4.04493033744595;5.30910887933142;5.16397283128334;4.25127735479708;5.86946634523036;4.15707311815192;5.53293287606052;4.43955884528254;3.65790192491511;4.08547676441319
ENSMUSG00000011008;3.56454500586879;4.70177974189512;3.36656400887567;3.31405448254128;3.74379018039548;4.31526296664657;4.41131794861545;3.98420638581153;3.91906396349837;3.58934930641684;3.56786855596784;4.38216478109135;4.49668729857709;4.51534150353901;3.95688184946232;4.97811203368797;4.25507316429315;5.17801517949853;4.3838676101733;2.80051431266417;3.73150357301552
ENSMUSG00000015665;-2.70633905389837;1.16963961836812;-3.24396833972225;-3.24396833972225;-2.5886437152217;-2.6218836840492;-0.79944225986287;-2.43481144297433;-0.953724106094962;-3.24396833972225;-1.28802239598145;-2.35717393870457;-3.24396833972225;0.770727381511102;-2.37008196556904;1.27523378596447;-3.24396833972225;2.33685807999296;-2.54552080770605;-1.87891652766993;-3.24396833972225
ENSMUSG00000020120;8.70848493575365;9.44659531129409;7.51552858758663;8.13276341779236;8.7341760343841;9.27905167994703;10.1585723847919;8.77677891813685;10.3746430915345;8.77759580797532;9.41102860469302;9.52790962480906;9.73101241005256;11.0620079125786;8.51449919232676;9.96327675159641;8.66779464977887;10.6216238010708;8.6518794573906;8.15774449064163;9.12837012557749
ENSMUSG00000066595;4.50153668506226;6.13809432769827;4.19875948485323;4.575708913356;5.0012723994086;5.35018728888384;5.98082697746474;5.15682510514747;5.89024218542058;4.65797469018475;4.8057316214222;4.92799820587601;5.65819327512799;6.20073715431179;5.23554310532961;6.30734667824362;4.74722905935177;6.72157278107894;4.94654374681823;4.54283630422129;4.65891982265246
ENSMUSG00000028931;4.92699927541118;5.22355971140737;4.19875948485323;4.51458598661888;5.25620171582963;5.49009379734453;6.10819653822829;5.28574219715178;5.88452173107878;5.11649885096517;5.26320186705412;5.27211420162449;6.40327835355949;5.97052953183001;5.23554310532961;6.24845604422298;5.44943479103099;6.57648162104638;5.68122463835785;4.55819684309879;5.48635518880829
ENSMUSG00000015890;0.573242695056012;2.78053510608109;-3.24396833972225;-1.45059527422239;-1.28982731564945;1.38365550008926;1.57853693520832;0.759970560706619;2.46046021195348;-2.50168593929416;1.45410673304059;-0.281881309590085;1.93137588452453;2.8518448670576;0.716763596203087;2.66894713377091;-0.18143796472347;3.5094913859055;-0.329603774243021;-0.939562608973023;0.767919683292751
ENSMUSG00000028238;5.08931533167798;8.61253620796714;2.6072317259277;3.0585938050812;5.20727151413821;7.55589391572018;8.79004974040261;6.17544022657467;8.93164168231079;4.85138746782753;7.19587967606601;4.26600420512191;7.99230349640548;9.09906427359001;5.26880931267451;9.20273498555729;5.3662496737261;9.52344928222044;6.47216523942166;4.18872620174696;6.13309787828842
ENSMUSG00000024885;4.70242547188318;4.90356905556072;3.40717727192784;3.79184979693813;4.49573810184374;4.6747553660797;5.36145954607253;4.4915320618024;5.57749040196975;4.49941203493002;4.87212302612554;5.03637561154361;5.94033389134032;5.69152610178873;4.6551183713835;5.81118213176924;4.5332416154701;6.2948609221692;4.79081314110972;4.0722996533621;5.02014973992806
ENSMUSG00000026986;2.76102583686554;3.79934200181953;0.745123701220285;2.58225232841444;2.88524122494301;2.44743092403498;3.72662196598267;3.48811365063305;3.5148032841162;1.52368584144899;2.05601001943047;1.65656729428608;3.16040890313642;3.71017418953473;2.7715774140911;3.64292245741812;2.65894767286704;3.8162366658531;1.99415737524892;1.53190311689867;2.74292258144697
ENSMUSG00000030760;5.969086840087;6.57655537284114;5.56140309565646;5.97007137596819;6.44114403055788;6.62025098384176;6.37948046069032;6.55748427478684;6.82767531093896;5.62412700100332;5.90166210927608;6.63069049823958;6.20530279800466;6.69748743798602;6.54930200578366;7.55842115500907;6.16513523385293;7.09384863238154;6.31011070686571;5.80076388097201;6.18350759913335
