;PDAC018T;PDAC029T;PDAC013T;PDAC020T;PDAC021T;PDAC017T;PDAC031T;PDAC012T;PDAC032T;PDAC028T;PDAC030T;PDAC027T;PDAC025T;PDAC011T;PDAC024T;PDAC008T;PDAC026T;PDAC019T;PDAC015T;PDAC001T;PDAC022T
ENSMUSG00000030895;-0.0535851192619829;-0.904135151852387;-1.00522098357322;-1.93377587839398;-2.13967153726965;-1.35820358736593;1.33207732829091;0.283429899333698;-3.24396833972225;-1.65015534977967;-0.708038873832695;-2.05899334448559;-1.40260248477671;-3.24396833972225;-1.43752926357757;-2.01338673487183;-1.53782157264581;-2.41648407056038;-1.44031538418048;-0.828857800303145;-0.50527719826786
ENSMUSG00000032855;9.04375804357712;8.51086922474885;9.08436757003807;9.0254330647092;7.58043865923857;8.36595339068469;7.50687365353429;7.30832938726508;7.30278080988926;8.27393606885809;8.16716049862229;7.93501858078125;7.64732127940215;7.46372661181472;7.89110022453357;7.7377917107007;8.50351875704282;7.37713405895152;8.32620991718959;9.05540762166367;7.74777036451594
ENSMUSG00000028370;5.83577226411898;3.48014574918533;7.88195030296054;7.21621298995573;7.32922567003039;5.17265879391809;3.60478736056493;5.37401152816384;6.11573075888995;8.00907905848794;5.3730931991811;5.17882137649243;5.03449161288379;3.11135937264797;6.63853947435032;2.4505399882835;4.5369573404623;4.87050638518459;4.50157734882591;6.98748813820605;6.46685558681348
ENSMUSG00000046731;5.91654682055601;5.79607210211712;6.20217579535697;6.46776116001273;5.81361062325154;5.95589343261487;5.22597092923151;5.31768533894097;5.67017883529103;6.37104092304939;6.36417449019703;5.38625814892096;5.62190450428233;4.59181179327775;5.80958211795777;5.30963759725357;5.70364677799759;5.13670194664001;5.57083719852681;6.60910013641299;5.86309328891808
ENSMUSG00000025742;5.88314732895705;5.93175086559796;5.00476319020838;5.55823651817076;6.09552893684972;5.878467941727;6.60773664624327;6.09561663296315;6.84545184837356;5.51184645457265;6.03470386844832;6.01118249927352;6.07364541516652;7.24268854713094;6.12234801557923;6.79063724428966;6.05542553697584;6.82298561012016;6.00735830401842;4.93482381606653;6.50064927734486
ENSMUSG00000051586;6.22951822306688;5.90332168230713;6.38781345124051;6.27657345953676;4.40772678541843;5.05164295661971;4.96632910774243;5.45196614612388;4.30470535627885;5.39008434712272;5.3801300329444;5.20008070729022;4.98317390391018;4.36158408093643;4.88703939056815;4.48940915264011;5.58482766437244;3.42964119892056;5.12154934407906;6.18575006834635;4.31263956398544
ENSMUSG00000070407;5.76419131535782;4.9817872509446;5.82639779417278;6.20405233839127;3.82634702579109;4.11662903528689;4.72817154473985;4.8100654912648;4.52293131090006;5.15726501390141;5.87948690065464;5.28709290504073;4.66120561094769;3.38133656221315;4.4441711808415;4.41308649182074;6.26484955481173;3.95580089858579;5.53651481576707;5.4072817701167;4.37643668128848
ENSMUSG00000021577;6.88709500268988;7.28008985436978;6.35877324176606;6.72441286722943;6.79895031018353;6.66381405166406;7.20205975596307;8.39991131776344;6.70889019686362;6.44463999707079;6.51083697379214;6.64819871102566;7.03460798656595;7.12262904204084;6.80765814919585;7.21094415539794;6.88749286398797;7.40906207168519;6.92655621007385;6.3631154220348;7.07760660003333
ENSMUSG00000032487;6.05330347319172;4.68317145294277;6.94138977934233;6.76710491218867;7.4756240813544;4.71281880730456;4.97250007998279;5.6542838006821;5.7415337511189;8.57462425809608;6.40096465507933;6.78462631019888;4.10691122488155;4.29779041146425;4.36331874635677;3.38979629339728;5.77617810437245;6.4213566164065;5.28977661237421;6.49134410127251;6.31413903689679
ENSMUSG00000042104;5.4151913441073;5.6129765625856;5.67386088715864;5.92751189580721;5.10667560295205;4.81842421809527;4.05790224643853;4.21758978183072;4.00065570002607;5.05001545906599;4.6687724642544;4.66298983284633;4.17383125875836;3.19778531263471;4.660141669218;3.96710091897385;5.06287727046617;4.03708391968266;4.85119899096681;5.32885025063158;4.74736916834184
ENSMUSG00000022822;5.5027286546092;6.06297430592867;5.98684268300462;5.66867407228124;4.88755718195054;5.43612750167464;5.42808466010984;5.01878510795597;4.81223783936304;5.08061548253495;4.79524084123921;5.80347517352863;5.25450348947462;5.3326301712503;5.13629611115507;6.27177083860939;5.48256725790897;6.05071934263495;5.86492326507666;5.77689092067392;5.20330049468887
ENSMUSG00000021476;4.58126152367941;4.32000148097526;4.69608974917856;4.66427795279008;4.100919215363;4.70654423177168;3.95570070035801;4.02699207226516;4.31324712178858;4.59153408089319;4.75791045568589;4.3057727051446;4.69501297360973;4.1466473348953;4.32271214963904;4.49461651206648;4.3844460292502;4.34922010150094;4.49317993948555;4.86036256983518;4.34134267258418
ENSMUSG00000016128;5.30121940397063;5.80101193232193;5.73629261346348;5.49135210913531;4.7015475926355;4.82133079840294;4.57842598793377;4.91630114190585;4.42386868569949;5.08665836672711;5.821218134413;5.00450720155211;4.69501297360973;4.88885584806799;4.44708041520504;4.72253081180617;5.20511348016562;3.79514931466426;5.02290957223054;5.6912417647724;4.98874238878201
ENSMUSG00000040061;5.22971471701674;4.69117584137109;4.33129413095183;4.26008816877286;4.63262787710977;4.98061673151444;5.30634016220741;4.90869457005156;5.03772667821073;4.34160222495998;4.44546195714617;5.02450729956862;5.30513415645122;5.16397283128334;4.94375457691436;5.89430505406266;5.2824069012003;5.59647702979119;5.39719290116481;4.46619700192978;4.81031999720202
ENSMUSG00000000957;10.3529482749138;9.8631290014696;9.92509072765091;10.3108957852956;9.70155644372081;9.9957717053016;9.24096503152038;8.98347945517062;9.34317303476064;9.82473748153923;9.92551319694718;9.95683999314296;9.45738300410432;8.90932993362205;9.25724987476754;9.4311856171102;9.60648210923372;9.0543764057983;9.63514864093954;10.1882165497044;9.72443651615648
ENSMUSG00000035473;3.11859521260686;2.87725670505104;2.11318284513839;2.81352700861315;3.8014443639128;3.4929492282324;3.8657341217637;4.39138866748603;3.67581446523932;2.86361160840388;3.18951140176885;3.36769368633388;3.83649264483018;3.69043622125775;3.30165749400946;4.21279917854707;3.35850755133382;4.12759043164933;3.33115909840514;2.32551500735087;3.79513537565974
ENSMUSG00000019969;6.64129532528264;6.44546278587328;5.99574720139706;6.22629432205377;6.49455620283389;6.67911613499867;6.76532146355502;6.46715539225728;6.74169288242296;6.524715840641;6.67146331683409;6.75440680183221;6.70801157325565;6.61612908201038;6.54115654182586;7.18882718807737;6.63443121029549;7.17363194957826;6.75980506438293;6.20295409782382;6.6049425853581
ENSMUSG00000028973;3.78010059209152;3.94033523072596;3.17602654315752;3.67321802518459;3.42306941879151;3.57789856136413;4.42937583567077;4.77284106691362;3.61493189289302;3.45565953355567;3.43901894576008;3.45870523941812;3.72785431158162;3.96141960022111;3.59186279940565;4.40895544720135;3.70744860413293;4.54887161374426;3.65853131329797;3.63876384287294;4.02483487089937
ENSMUSG00000025823;7.70555825233344;7.25105375335932;7.24567903515446;7.79509640579883;7.65314087347953;7.51204305911775;7.72405019671063;7.32771080881797;7.49336027654943;7.56991003171822;7.87878820252464;7.63253055643288;7.70615318658717;7.21532487948571;7.28588792157425;7.55530961664561;7.71750539519921;7.41287406833029;7.4162963995322;7.62877307116527;7.73565843875741
ENSMUSG00000022562;3.52327423026263;3.17994388761679;3.39376615109369;3.54395011872862;3.08418418965917;3.04311505917508;4.0226519616487;6.08215431227684;2.5642972582011;3.14416756613283;2.78533767840332;2.70341744178163;2.0310004448823;2.8158597527185;3.04170848009488;3.58062419992664;4.07255516006961;2.58309737586037;3.41800890124902;3.38680144916727;4.89019694286027
ENSMUSG00000070371;0.97417921269955;1.00815157052384;-0.015964065293359;0.691888625477004;0.58631912943144;0.246967946135218;1.51230919346754;1.44657037741926;0.355141674334771;-0.0622547105621034;1.09217328105655;0.0656679727872771;0.322927589716472;1.04391392506341;-0.230141642708545;0.995639863520482;0.443106903175656;0.799705451957258;0.4723392926657;1.09974029376194;1.26400426046002
ENSMUSG00000021771;7.11303413455539;7.5003190030436;6.42784106714908;6.83841253648503;7.23936992902656;7.06054796142965;7.60149111326333;7.06143981863982;7.67416470932834;7.1705124458273;6.67861571266187;7.30352826349025;7.48463561190187;7.7164059478838;7.20913520965898;8.05267047800272;7.23898212179673;8.32776993777398;7.32786533750438;6.34920126706307;7.10506606495075
ENSMUSG00000030104;7.53027873187238;7.88783642308299;7.51939314075731;7.6500665625425;7.66742407431718;7.86248382792803;7.90432253022226;7.54752082490593;8.04716940464235;7.65217786885816;7.45107608447878;7.66665701743041;7.82403591415867;8.35618951615009;7.74951585508346;8.67709401980984;7.82892268375945;8.61794115095998;7.82205959924563;7.76297882475193;7.56286362941108
ENSMUSG00000072946;5.31683099099504;5.78489525095181;5.06523065628724;5.0651552442771;5.32334306737978;5.32378420834805;5.30144614337191;5.91567614696245;5.87589829414832;4.91049603961154;5.08087354336264;5.22103130777691;5.43266447309651;5.89923842950323;5.32839986787356;5.69440861776075;5.26682851579588;5.93112755721538;5.10923855209385;5.03154036855112;5.46042174113034
ENSMUSG00000021322;4.70769834697737;4.7408643483752;3.99180464686613;4.36222772058346;4.24640735172021;4.93840303762084;4.73544732783045;5.05023821640477;4.55929158335128;4.29538870323078;4.3697095615228;6.07873602999246;4.61057235953216;4.67451420601914;4.92718126863944;5.233816430563;5.51495586653598;5.40097022222043;5.3537903946561;4.45256182872282;4.66460964784262
ENSMUSG00000022174;5.13699798824943;5.6338913032591;5.19460722000513;5.88238590052148;5.64713342514697;5.23502113409482;6.12491433117248;5.55057179393905;5.49166633289803;5.32256129187171;5.28585998654006;4.84944764052036;5.416174996896;5.71124926611862;5.34409168770061;5.74881034281256;5.10603940490416;6.01650893728614;5.00086557442387;5.23001150457641;5.94017643422002
ENSMUSG00000029752;3.30408247960007;4.17912673839285;4.33831198690222;4.13741517360626;4.53025038516565;2.65717927188439;3.87893510835824;3.85559911813598;3.23807520217966;4.75981198184002;3.28257897242439;3.20195525804485;3.83097427589408;3.52198488542747;3.23589036382608;2.97121263833961;4.20457078014813;3.24912880729495;3.00476179867234;3.38680144916727;3.24632538919538
ENSMUSG00000032599;3.95877862919315;3.78445416553287;3.89040821442458;4.02194769238752;3.96175089762596;3.86383221076776;3.9368888349422;3.51841723340395;4.09779233716023;4.2149160630542;3.88722611213163;3.91810124971774;4.01256389973079;3.84125929743605;3.90704317417595;3.79206211984366;4.02572172946159;3.86966343787749;3.94994041992377;3.9417472541624;4.12728304276465
ENSMUSG00000019943;8.02040481931865;8.309806642717;7.83806405541717;7.87021209495787;7.93763745409185;8.12287872563679;8.15990177048933;7.77163272975644;8.16570106824502;7.72468821440893;7.60315922167521;8.04190820699625;8.00705971192684;8.1503520576166;7.76241965990648;8.69402759012225;7.85371465879821;8.21002064723528;8.0559837881446;7.75049637835301;7.52270159289333
ENSMUSG00000002771;2.18221007563657;1.36908476987766;2.78211839641513;2.21259600617964;1.15684010723778;2.01144664373044;1.25316872796359;0.690695001397921;1.32846188994531;2.69980813041941;2.62871381401407;1.55021279508103;1.99197222034411;1.16327686700942;1.85632470564624;0.80760106053803;2.01671794487917;1.54905835723164;2.07515645012255;3.12323733496027;1.88728656287471
ENSMUSG00000044788;1.07554698102447;1.72147502697487;0.245272023445005;1.54447888616202;0.64348744922874;1.61565696535767;1.21203462852925;1.74878532680064;1.07080305819753;0.312476210790565;0.870258145978915;0.854669969802877;1.01035654484862;0.770727381511102;1.62926216621459;1.68360447157872;0.968393581102815;1.07632935038996;0.960580378701717;1.30791335947622;0.587993870419084
ENSMUSG00000022223;2.58883483017558;2.35282207721685;2.08007330470445;2.14627438692758;2.88524122494301;2.74551843235151;2.09075834656212;3.37121465315162;2.09480560853267;2.56779185729788;1.65312794000571;2.19742056417943;2.47493645266189;1.80097195646148;3.0796958992328;2.23100140516448;1.68285966028015;2.41634548565102;2.69637437327093;2.0921862756496;3.33462956902252
ENSMUSG00000009566;3.94097913298296;3.34462146515056;3.44667846665358;3.57579513567735;3.0100418990987;3.46348364307832;3.23556262942144;3.05019800779406;3.05666393792181;3.64773684793151;3.63999322324086;3.11508748970349;3.67339176448092;3.08136058954494;3.49397936758043;3.41747749519921;3.70744860413293;3.30986185889844;3.40463861381168;3.5947517189946;2.99856102466475
ENSMUSG00000022175;7.52804500464253;6.86537890302493;7.17589962878912;7.13089626296035;7.15341792474767;7.3132075611825;7.23387457355533;6.85529623826587;7.0515788994563;7.56883117398147;7.2791701147244;7.46847223224687;7.22703284433508;7.39526862144365;7.31723110684641;7.55655503740539;7.48338446738432;7.57289852202364;7.3834471898526;7.4750694450413;7.30136053603809
ENSMUSG00000031928;4.58126152367941;4.65343611694237;4.36604693535813;4.30637843227628;4.42413337878042;4.51158635116861;4.44277245127311;4.21141991229252;4.41991932761227;4.32636161067565;4.30462816566374;4.51815812963663;4.44704864632829;4.1466473348953;4.25460228815358;4.77590154788236;4.51451807012728;4.82545574638374;4.67122054225735;4.31163980029638;3.9799035181063
ENSMUSG00000037458;6.40450391491127;7.42991478231034;6.33441090654116;7.0224148199509;6.98047145223274;6.80779097947193;7.07447290242729;6.73033448024589;6.99960296885485;6.41252555756702;6.55503475732727;6.58293576327199;6.72447459161427;7.37067471661434;6.92342254589015;7.48901987778655;6.56060256761132;7.39125545970559;6.68205075614204;6.60355849788574;6.72416432176367
ENSMUSG00000038871;6.31750849920311;5.29182613064543;5.88268609996132;6.07295600124933;5.76130113036888;5.66531514912847;4.99389295808036;5.26801588751813;5.96668143941666;5.73215667911435;5.23630963192469;6.09868333752378;6.01888016717496;6.04624891492739;6.53638369608135;5.54493007932105;5.55581932490366;5.40097022222043;5.43714050886902;5.19112853149892;6.27189596287734
ENSMUSG00000046949;4.69182155196375;5.00551932426848;4.57654368714263;4.67607854440603;5.2354344972189;4.9649309874854;5.16799979954901;4.9313950163293;5.13729691227211;4.67812516201379;4.88701976029266;4.86061656423575;5.39762956277468;5.23381901207106;4.79641333353241;5.14636323361839;4.75682004375203;5.20384799277704;4.80275447414835;4.70802400959338;4.99327123200066
ENSMUSG00000004846;7.56082895825507;7.13505810243163;7.26330051992222;7.56178612193512;7.44580232401742;7.41484589339691;7.71809446046884;7.14959210005374;7.12437293812501;7.72517250500925;7.75365482956967;7.27292259967333;7.44635066000725;7.06055540999519;7.1792664917973;7.56972165788045;7.61883974259698;7.42527973512143;7.33874430791301;7.50807124102076;7.72548690781898
ENSMUSG00000086784;3.98940890794881;3.8994649328584;2.76138230545059;3.55037560438511;3.79515094986692;4.07339609727616;4.6183287917701;4.42377018565201;4.22998289335115;3.79524817096549;3.61635005126389;3.81163189485223;4.4142118870593;4.4106627782266;4.08567415966989;4.47235424278653;3.91586101508399;4.74636448990388;3.74240891191505;3.15725859135666;3.90496937126944
ENSMUSG00000033857;3.3654208199096;3.21737669920416;2.80256066237255;3.14604212912328;2.49269869634234;3.11120000955267;3.98651876651516;3.36010236619976;3.32511637812467;3.12080097730381;3.28257897242439;2.79940507371299;3.68567347226518;3.11135937264797;3.41891291504878;4.44302469524746;3.40804200599362;3.88171670173067;3.30740748674942;3.39822706312111;3.32028246114621
ENSMUSG00000052928;6.11015722899496;5.28831256837061;6.16713240998905;6.14158948552614;5.10158438467554;5.63093850070154;5.13261619644746;4.97938721530243;5.17761823198718;5.70491634959567;5.87451244352417;5.62372925124934;5.49505635541711;5.26083738263855;5.35961466646656;5.10780409397886;5.62727501862127;4.81920201952428;5.55074658745552;6.12944798406877;5.47344673565671
ENSMUSG00000031790;4.64860885404659;3.62088484706663;4.35916302425015;4.04942604069089;3.69053322517696;3.24710055810517;3.10683306773841;3.38224200207894;2.83731860648714;4.24224206965682;4.73064183251961;3.63035692786659;3.93752003419097;3.42975895839953;3.19494114910752;2.29209037598037;4.55539375664573;2.05403428058206;3.75651121793196;5.32436536273327;3.59514602589586
ENSMUSG00000028789;5.08729394156217;4.57197219577323;5.67663223544852;4.96530340905143;5.29239884910902;5.21305703224354;3.75553822977379;3.85559911813598;4.45893467313671;5.77582130794252;4.86210572332073;4.80619920791082;4.58457336603899;3.19778531263471;4.89983684724019;3.96522655417353;4.44106641672084;4.70173565558032;4.60846092596584;5.45593037090265;4.85579363335234
ENSMUSG00000001323;4.33775173348751;4.2422313255922;4.22171146354223;4.391152921405;4.75764710259712;4.46773816571592;4.72451984684124;5.00458277367367;4.92799343534578;4.79714255749653;4.49167613684399;4.66553941541671;4.54804205518183;4.54861200767532;4.67510746439264;4.83457288208931;4.32980272917534;4.68807328085665;4.39066518329397;4.17550669615949;4.67027712113371
ENSMUSG00000098557;8.48910899395496;8.81443234747044;8.15465043960588;8.3865792554046;8.27181713349749;8.80622113313745;8.56173365882758;8.73625877095206;8.80222536732565;8.16177852555987;8.31355685723039;8.64043271122817;8.37160389427051;8.89215219211914;9.24862582802915;9.76939946264012;8.54308710410452;9.1115759614503;8.98156206235282;8.33429405543266;8.37649734382567
ENSMUSG00000074892;2.3262905301955;0.786985591572899;2.55998434977912;2.42330280473852;2.92036234027664;1.56105972648346;1.99700636339184;0.690695001397921;1.39435156596264;3.16716172243863;2.02042282040571;1.71680919231517;0.554855332993263;3.08136058954494;2.22509818561939;1.31109436527137;1.21097460482612;1.92019315426386;1.6905947265681;1.55250212459886;0.680759893467526
ENSMUSG00000023143;5.31683099099504;5.24002242531444;4.55862736607834;4.6252454636093;4.75115926700053;5.36221223965552;5.87280171063949;5.2073039781929;5.71599297542626;5.26510559227682;5.3801300329444;5.19479517185167;5.8814901394281;5.88193938443521;5.23385948809137;6.0376533385491;5.3021922109349;6.22955492579565;5.34798108643788;4.79487396493318;5.54921981152005
ENSMUSG00000015243;10.5128996894237;10.5321624003792;9.14039837194291;10.0745303978474;9.82088091594401;10.3705764472844;10.7182650319171;10.3207145368469;10.3269330584823;10.1396554279513;9.8478533690396;10.0984868117138;10.0658093737851;10.9076239313361;9.9489291725646;10.5099763411086;10.1895732691134;10.7625243544926;10.1701568121006;9.58533975100912;10.0883090763085
ENSMUSG00000029762;5.63592188013223;5.40159414237362;5.4394324977953;5.6221570182614;5.93306531387875;5.30521790731366;5.60135474907668;5.216575244089;5.79892042315895;6.17936568804665;5.5613042886702;5.33912531315853;5.60260255745551;4.4106627782266;4.94169329546397;5.43478691204186;5.1010280206317;5.29229112828042;4.88368575714441;5.04432320618306;5.76850797031327
ENSMUSG00000037003;5.75912128110568;5.77614188238274;6.10265046776307;5.79580037159567;4.81164657659489;5.39769716716778;5.40773522846274;5.40137086226294;4.52660885378855;5.91985742283804;5.89184851665958;5.11122739458747;5.40135777034351;4.93151863574465;5.33155191561494;5.47222344359683;5.76987651761989;4.39759119803255;5.73028173027485;5.94407325407114;5.24187161307707
ENSMUSG00000035165;3.14215450245809;1.31485744329663;3.77100663025889;2.53119051633738;3.68373571759069;1.83860436920244;2.91510994367206;1.87905312031401;2.36509201340602;3.25563981741843;1.6058869405094;2.47830215998532;3.25410376358981;3.08136058954494;2.32968506330064;1.52977450662867;2.67252382314631;2.24030620639925;0.984742026328319;2.95549524463702;1.92570196930655
ENSMUSG00000025130;9.54989394552089;9.53152239962741;9.33539177393319;9.79905766158585;10.0599554567486;9.46593955308145;9.68750456719903;9.04027768992291;9.68681304047797;9.8481591226285;9.63896107189273;9.39719756162972;9.55464904617809;9.40484594638555;9.46947798602559;9.53343398315725;9.42914446640891;9.88129984286519;9.2396601192932;9.67011021432624;9.67947864374448
ENSMUSG00000004113;0.321390674455099;0.0154946343412833;-0.525923261025047;-0.560106627121199;-1.52155425081922;-0.567932228161753;-0.247110957813759;-0.152798000614891;-0.109290968227541;-1.35984682847756;-0.708038873832695;0.395535995049994;0.800508653066831;0.611916288968019;0.0402831072618485;0.790766271312661;0.239262957701706;0.897925928562154;0.633841435879979;-0.0935258340428801;-0.986023359245317
ENSMUSG00000035561;3.30408247960007;2.41858060273078;2.26820952220546;1.32220394238572;2.90875004243076;3.59158290545327;3.75553822977379;3.0639604180153;2.66115987229213;2.53280990136639;2.65215686225979;3.12993355777858;3.52408278309945;3.33123231123005;3.07217801355875;4.32374878039151;2.83828750721216;3.97468055746591;3.6919361256585;2.07804740288969;2.96206164116629
ENSMUSG00000032086;8.24668097505292;7.95308659313272;8.28884881029803;8.57818516440916;7.67772375129249;8.25639153097871;6.78824180151415;7.66109738603429;7.27735867857132;7.80339197027894;7.8794091059571;7.94764306854226;7.2504754225949;6.63432241122082;7.66489298911526;6.99506869528627;7.98532290499309;6.64526386871235;8.00539724018797;8.44413335549847;7.69035724996258
ENSMUSG00000039887;3.62710405138558;3.39122517982851;3.32477424349976;3.8761102907749;3.82634702579109;3.72793761765126;3.81855556789742;3.80732496362462;3.75945416665869;3.50161313557714;3.38407435159631;3.52759423221924;3.60390728254618;3.25265401062499;3.79276351939458;3.79417534537147;3.69419865509378;3.78234735152286;3.63200427322377;3.44304559449279;3.81573721788227
ENSMUSG00000024556;4.29635304530241;5.09068754231521;4.1113329399751;4.71091200108689;4.7015475926355;4.52591117837342;4.8336336074442;4.43440450153249;4.70597120877587;4.61262733550934;4.02827998295039;4.41889560157865;4.92996324631207;4.51534150353901;4.59605716123324;4.93279392293866;4.77266467403328;5.26187207198606;4.94961588882623;4.09002173467995;4.61257486020549
ENSMUSG00000022351;2.90569162971661;2.95022064589183;2.95643949046395;2.67925445165602;3.98957731534562;3.52182503420195;3.8657341217637;4.03400126280768;3.57996403644321;2.60194562520383;2.8677506296958;2.90674769574278;3.9426462433868;3.65013120735137;4.02855320259445;4.73688392715538;2.97604544014779;4.65099480669479;3.34055132513829;3.56970763192908;4.10234492709826
ENSMUSG00000034902;7.56482966360809;6.99766291147672;7.18566029888426;7.12713997946989;7.17296578473819;7.5835486989265;7.78667748039997;7.03896922170174;7.52863122517731;7.46711553048101;7.33274482025731;7.6557984824886;7.94423471729495;7.48679653192532;7.34635040514128;8.22244593531217;7.41738781865552;8.04654379189048;7.62789343682864;7.35487895478289;7.18938351419401
ENSMUSG00000021238;4.32408374150444;4.99908556017219;3.67448745173932;4.55668523225208;4.75764710259712;4.53302060480069;6.14007063436035;7.22656122898421;4.93354441661008;4.14714129169802;4.04608666720391;4.29593287927146;4.43981590545211;5.31983987034478;4.96826293553332;5.85789533555279;5.24200317565948;5.41762358139532;4.44392264141175;3.85319533476099;5.74721544443671
ENSMUSG00000038094;-0.666856772167261;-1.75569534370608;-1.72798578988318;-2.25374139293707;-1.0902207747852;-1.85589312591357;-1.70575627992442;-1.54061885705569;-3.24396833972225;-2.50168593929416;-1.28802239598145;-2.35717393870457;-0.395895465674068;-1.81911707905055;-2.37008196556904;-0.613076181733353;-2.15213925493166;-0.560919323123037;-1.44031538418048;-2.40567979426862;-0.725717496182272
ENSMUSG00000050174;1.00876591172797;1.07493110106818;1.29947957026225;0.737652537808328;1.83384321421026;1.38365550008926;1.25316872796359;1.78247150239485;1.76193070299215;1.4876042104879;0.870258145978915;1.33646069351416;1.86812235486869;0.913777289197665;1.08871366402772;1.71070691833189;1.35264122993189;1.50817566101831;1.63060594906979;1.44643357443169;1.3227604103805
ENSMUSG00000017466;9.05517900235077;9.35593484854705;8.40578559911439;9.23689076856528;9.32660745109907;9.80210230573108;9.95226560402673;9.07509837978988;9.88827988617431;9.37977161382721;9.47794718195964;8.779329443375;10.0001764219;10.4910538053715;9.43059630757077;9.99497144994209;9.2833038052839;10.3907690676282;9.06183274264792;9.16961324321864;9.57251017121726
ENSMUSG00000045294;4.78206541185153;5.35868385322719;4.66293245294101;4.87604027217821;5.89237170718296;5.25235478781833;5.34965492083921;6.66974652454199;5.6568173415683;4.47197365905132;4.78467321659768;5.42439238246343;5.25861997750094;5.36411845436492;5.80278443321429;6.55767472027956;5.42758341341353;6.2637292176457;5.16581090456578;5.38878612518269;5.89248421272387
ENSMUSG00000022781;7.60529796485995;7.81492318999751;7.39618130715951;7.72795044259061;7.72442598562636;7.78940854540391;7.89216688034336;7.73500375550868;8.03237173901331;7.47116319678964;7.39138307837281;7.76027628757067;7.56494997009322;7.83126428586877;7.71432935161072;8.33159287252335;7.69148613183268;8.10790174882627;7.70217912064619;7.41868199217005;7.43968912377519
ENSMUSG00000035311;6.65295927214991;6.87829050651251;6.47477130979211;6.74065859151269;6.68188248502389;6.96980865271263;7.34803842187633;6.54281676859329;7.06681342090358;6.8438623762633;6.82503699853068;6.95374608709811;7.08241820667517;7.53462846891575;6.42053092093703;7.73270486994028;6.94455856337876;7.65448998187544;6.98424554556772;6.93892962602768;6.75915490348385
ENSMUSG00000026156;-2.00839094802509;-2.70654072588432;-2.29539164446151;-1.67205134425523;-1.79775928059184;-1.85589312591357;-2.06155425539523;-2.43481144297433;-1.55527281448241;-2.50168593929416;-2.27318773708923;-2.05899334448559;-2.6430342415796;-1.81911707905055;-2.74184504180767;-2.42063090274871;-2.59714166715602;-1.89393714594877;-2.07692182425501;-2.40567979426862;-1.71212609581256
ENSMUSG00000040010;5.9635875608071;5.04353078060057;6.16318563206216;5.71802524282184;5.68506772864559;4.33166416345765;5.09068055766071;3.83968653894385;4.80316993687299;6.02114233270398;4.8057316214222;5.46301089996456;4.95046605228817;4.45812666240175;5.09608676275345;5.14801656466716;5.48833598703712;4.75730927312151;5.18418589718715;5.18948544236341;4.33422025476466
ENSMUSG00000075256;1.00876591172797;0.786985591572899;0.245272023445005;-0.26111487614481;0.185580023523881;0.611766098466979;0.937061907899103;2.13517111553849;1.22361658558429;0.468711496817061;-1.69809804088279;1.08543645446044;0.384497527742726;0.611916288968019;0.637479337325441;0.856957905321175;-0.509051802658028;0.619503661853872;1.26677315643756;-0.0308944156487603;0.587993870419084
ENSMUSG00000058317;2.45727937684464;3.19503376078476;2.93807857551421;3.54395011872862;3.6492593011717;2.60415982223866;3.42746943658441;3.10447704830432;3.35851381154373;3.07290083279514;2.39858706650425;3.03058541746571;2.9626447015485;2.77895405123706;3.60233985242889;3.09979162084146;2.81399252378212;2.99916298029234;2.87504202982453;2.91629732323243;3.44454233549241
ENSMUSG00000028378;4.46774940908525;4.53686949219058;3.36656400887567;3.89137557338751;4.56024986426743;4.61570831985796;5.18138109582023;4.26602124466764;5.12279245528234;4.11793431899108;4.59205978663409;4.31229550129123;5.73110781689728;5.14958844832673;4.25791957625836;5.01481918307071;4.33834528335038;5.75339837023567;4.14748185346918;3.22298491519994;4.77918790658679
ENSMUSG00000028982;1.98786354654218;1.52051451626562;1.6989667651466;2.16314280457234;2.08148933333425;1.88379469369902;1.54580305877394;2.23587193029536;1.57568572953272;1.95214573657093;2.09074047414555;1.90118135879787;1.32495899855228;1.56121528929955;2.15565911401441;1.61831225831876;2.05867943663791;1.73771233714429;1.51922118836007;2.40695393827619;1.88728656287471
ENSMUSG00000022367;5.45962382689358;5.65040749763368;6.17890837121785;7.10166271790727;5.50398240136252;4.69073735307879;4.91278195353136;4.93888314502562;5.3410838393724;5.16870399769943;5.42505140834051;4.67062510309898;4.98814070934658;2.77895405123706;5.28678395575171;2.97494344387072;5.49408174128635;4.89845942298803;5.23417271371858;7.11240671188343;5.75790098867931
ENSMUSG00000096145;4.92020173324116;4.67781041475618;4.33831198690222;4.64939016812671;5.0887771753815;4.82712645023095;5.05913403507294;4.82630630947758;5.04799869035396;5.16013327407105;5.01006128385768;4.44287335834353;4.85581802712223;5.07543322082877;5.1506442275606;4.99566442864287;4.88188147873926;5.26800741027173;4.56905196545601;4.69186664645641;5.36579758163377
ENSMUSG00000027134;3.14215450245809;2.54173599207423;3.17602654315752;2.90661813263097;2.68195778763792;3.01292256823317;2.56919613324686;2.59936328320358;2.34856589738219;3.03590228656747;3.09002353671655;2.90674769574278;2.22860566480439;2.29492489873727;2.7715774140911;2.66433343214282;2.97604544014779;2.77625659796141;3.34055132513829;3.54935455861887;2.78532209307049
