EnsemblID	s17AAO2007-Pol	s17AAO2007-tot	s17T-Pol	s17T-tot	sDALJO-Pol	sDALJO-tot	sMAYCL-Pol	sMAYCL-tot
ENSG00000091106	12	4	9	4	14	7	20	7
ENSG00000144285	5	1	0	0	2	0	0	1
ENSG00000179915	2	5	0	0	5	0	1	4
ENSG00000238165	1	2	0	0	2	4	1	4
ENSG00000223318	0	0	4	1	0	0	1	3
ENSG00000169507	2	1	46	24	8	9	44	38
ENSG00000153253	430	269	2956	1392	186	151	119	41
ENSG00000153832	79	92	67	44	71	71	82	45
ENSG00000163053	50	35	73	29	27	24	9	6
ENSG00000135917	2	4	11	3	2	0	6	0
ENSG00000115009	0	3	15	17	17	22	1	5
ENSG00000123977	42	42	101	98	87	140	295	193
ENSG00000074047	914	843	624	438	776	802	522	340
ENSG00000271709	8	12	1	6	4	12	3	14
ENSG00000079263	27	14	17	7	18	13	34	20
ENSG00000279964	2	0	1	2	0	0	0	0
ENSG00000169554	1758	1374	1889	1151	961	1073	3984	1437
ENSG00000287115	0	5	1	7	1	3	6	3
ENSG00000134324	1211	953	885	581	805	703	1032	364
ENSG00000064012	233	170	203	135	137	116	272	104
ENSG00000196504	2251	1546	1872	925	1669	1168	2469	685
ENSG00000177917	183	238	176	206	219	289	229	159
ENSG00000162994	58	56	40	19	19	28	30	19
ENSG00000227799	6	14	18	4	5	13	8	9
ENSG00000085760	692	662	576	366	443	513	675	320
ENSG00000162997	5	6	3	4	0	3	8	3
ENSG00000240401	0	0	0	2	0	0	1	2
ENSG00000153827	4453	3377	4363	2298	3167	2314	5143	1826
ENSG00000228305	50	119	32	44	49	80	28	39
ENSG00000014641	3207	2339	1737	1473	2976	1947	3314	1385
ENSG00000163016	2	1	3	0	0	0	0	3
ENSG00000144034	225	393	151	139	139	215	210	226
ENSG00000144048	495	488	326	341	319	392	468	270
ENSG00000138443	953	1117	1150	810	702	1071	1249	743
ENSG00000234072	2	5	3	1	1	2	1	0
ENSG00000115211	942	584	491	347	676	489	844	518
ENSG00000115234	3787	3486	2580	2516	3272	3189	4586	3715
ENSG00000163795	183	272	250	171	147	263	257	344
ENSG00000115241	3649	2758	2150	1471	2353	1752	3174	1707
ENSG00000213453	76	317	145	234	76	334	125	213
ENSG00000115216	4872	3609	2910	2424	3557	2860	5174	3038
ENSG00000157992	1	2	1	1	0	0	2	3
ENSG00000115226	477	1307	748	774	321	816	267	711
ENSG00000084734	34	33	46	29	4	7	10	9
ENSG00000138002	464	323	474	238	163	125	425	185
ENSG00000236859	10	36	23	26	5	13	20	28
ENSG00000213239	5	4	3	2	7	6	1	1
ENSG00000155438	886	826	505	474	651	642	727	335
ENSG00000211460	2151	1752	1360	972	1465	1337	1974	764
ENSG00000121989	306	220	305	204	378	293	233	79
ENSG00000115947	507	422	374	271	377	318	621	264
ENSG00000204406	246	285	395	229	155	253	381	189
ENSG00000015568	710	574	1293	547	503	415	937	257
ENSG00000256977	45	86	41	34	19	51	19	18
ENSG00000186148	3	0	0	0	1	0	0	1
ENSG00000283684	0	0	1	1	0	0	1	0
ENSG00000225108	16	17	22	23	0	6	6	1
ENSG00000204588	29	21	43	39	4	7	18	11
ENSG00000235721	0	1	3	4	0	0	0	0
ENSG00000283283	2	0	2	3	0	0	0	0
ENSG00000144063	403	695	1519	1616	237	475	829	1452
ENSG00000261760	3	5	3	0	0	1	0	1
ENSG00000282304	60	113	264	277	33	78	165	178
ENSG00000230650	0	4	4	6	0	0	0	0
ENSG00000175772	29	23	42	34	4	7	20	14
ENSG00000226065	29	37	54	58	10	10	18	9
ENSG00000184115	3	0	0	0	1	0	0	1
ENSG00000144061	122	99	78	67	34	59	128	81
ENSG00000227744	1	2	12	5	5	3	16	9
ENSG00000222020	1	7	3	3	0	14	3	8
ENSG00000068024	233	198	310	207	155	153	338	207
ENSG00000172954	532	434	723	373	329	319	415	152
ENSG00000163072	15	9	7	1	38	31	5	3
ENSG00000196151	317	256	182	153	136	102	226	169
ENSG00000115504	1915	1701	3145	1867	1268	1281	3105	1063
ENSG00000163249	668	932	905	680	220	403	1082	680
ENSG00000136546	2	1	1	0	2	1	0	0
ENSG00000138071	14246	10213	8413	5537	9345	7878	16482	4190
ENSG00000028116	422	301	247	156	309	255	334	83
ENSG00000243244	553	403	561	387	141	105	720	352
ENSG00000136541	12	16	35	11	6	7	35	34
ENSG00000172292	378	266	427	220	176	157	288	97
ENSG00000119185	659	1653	763	861	449	1254	740	1121
ENSG00000184182	125	316	213	230	166	559	201	276
ENSG00000077044	701	570	431	272	145	165	453	242
ENSG00000127837	2339	1803	1337	1087	1892	1340	2485	1362
ENSG00000205639	3	3	2	3	3	9	0	2
ENSG00000077380	5298	3417	4002	2416	3474	2116	6019	2324
ENSG00000057935	885	752	691	512	616	485	1231	514
ENSG00000138413	3340	2135	1452	944	1702	1171	2659	865
ENSG00000153823	446	659	688	625	849	1243	439	294
ENSG00000135919	17370	13858	54862	42711	20141	14802	75231	35264
ENSG00000158019	890	665	567	518	545	430	1360	922
ENSG00000032389	591	614	270	285	449	516	508	472
ENSG00000115446	648	646	646	438	737	635	779	440
ENSG00000071909	1	0	0	0	2	1	0	0
ENSG00000021574	402	380	479	263	286	278	437	137
ENSG00000221944	3	3	2	2	0	0	2	0
ENSG00000144283	1809	1968	1972	1440	974	1313	2603	1399
ENSG00000115317	297	360	198	184	217	298	256	318
ENSG00000163001	431	745	434	408	328	572	439	395
ENSG00000169764	3655	2736	2484	1617	2361	1752	4455	1753
ENSG00000144395	36	40	13	6	7	2	14	8
ENSG00000119041	809	556	668	371	597	359	882	331
ENSG00000187944	0	3	10	0	0	0	4	0
ENSG00000197121	237	191	431	200	92	93	225	65
ENSG00000115594	430	636	3047	2241	459	930	1717	1277
ENSG00000115598	20	15	22	11	20	18	14	8
ENSG00000115602	2	8	15	18	2	6	44	32
ENSG00000241962	1	0	0	5	0	0	2	2
ENSG00000144182	45	57	49	36	36	37	60	39
ENSG00000158411	226	237	107	99	149	128	260	119
ENSG00000185414	225	320	185	165	170	197	264	219
ENSG00000144214	1	0	2	0	0	2	0	3
ENSG00000115514	954	838	528	460	783	641	838	438
ENSG00000178074	274	311	285	185	163	280	411	220
ENSG00000162971	111	119	90	56	62	132	108	56
ENSG00000162972	173	172	97	107	132	149	197	133
ENSG00000226124	16	28	12	12	1	2	19	19
ENSG00000138101	118	103	78	55	40	60	126	88
ENSG00000115112	0	1	2	0	0	1	0	2
ENSG00000074054	1404	954	1530	813	836	819	1453	636
ENSG00000272913	44	52	45	54	24	55	40	41
ENSG00000229689	11	21	18	22	14	23	11	4
ENSG00000236431	3	3	6	0	2	3	1	0
ENSG00000273305	5	1	4	2	4	3	2	0
ENSG00000168992	3	2	1	0	0	1	2	1
ENSG00000235959	2	4	4	1	0	0	0	0
ENSG00000213104	2	9	1	1	2	3	3	2
ENSG00000115524	3978	2897	4099	1974	2771	1712	4667	1282
ENSG00000115520	610	705	589	497	632	705	816	408
ENSG00000115541	247	490	250	314	253	496	316	294
ENSG00000115540	626	677	545	423	542	623	1076	530
ENSG00000154479	2	3	0	0	0	0	7	4
ENSG00000144362	10	18	7	10	3	7	18	12
ENSG00000213160	45	28	14	10	7	10	5	2
ENSG00000138385	4226	2752	3135	1642	2485	1666	4241	1170
ENSG00000138382	623	929	412	514	327	518	538	458
ENSG00000144381	6696	4584	4462	3055	4769	3181	5473	1473
ENSG00000144357	1200	766	1335	597	744	521	1174	335
ENSG00000230918	0	0	4	2	6	13	2	13
ENSG00000236841	0	2	0	0	1	0	1	0
ENSG00000078098	3212	2298	2551	1292	3198	2102	2352	719
ENSG00000229337	0	3	2	1	3	1	1	4
ENSG00000116044	3813	3021	3315	2300	2856	2562	4774	2280
ENSG00000225808	1	2	0	0	1	0	3	1
ENSG00000222043	3	6	1	3	1	6	2	18
ENSG00000213963	8	22	6	2	10	17	8	19
ENSG00000280374	2	10	6	0	1	12	3	14
ENSG00000196659	139	59	68	52	39	28	123	42
ENSG00000197557	211	144	208	115	128	96	357	110
ENSG00000197635	307	257	1450	945	2528	2326	2342	931
ENSG00000079785	4338	2760	2507	1539	2824	1751	4448	1208
ENSG00000115053	12591	8422	9545	5592	8939	6172	12974	4658
ENSG00000170144	7102	5188	3760	2539	4651	3944	4365	1949
ENSG00000172428	193	821	263	354	141	677	203	689
ENSG00000178602	2	2	1	0	1	2	0	0
ENSG00000130414	1806	1511	1063	918	1218	971	1984	1186
ENSG00000223960	12	20	17	12	10	5	2	10
ENSG00000180228	559	637	373	373	421	582	649	410
ENSG00000204311	11	20	12	13	4	10	10	13
ENSG00000238082	3	1	0	2	0	3	2	2
ENSG00000079150	619	645	520	470	1065	1059	447	236
ENSG00000116095	532	630	562	459	414	627	669	601
ENSG00000270956	0	1	1	0	1	1	3	2
ENSG00000270277	3	2	6	3	2	2	1	6
ENSG00000270574	2	0	0	3	0	0	2	9
ENSG00000143977	380	923	276	313	263	673	245	501
ENSG00000035141	491	952	353	399	258	622	376	344
ENSG00000173692	4567	2752	3034	1738	3245	1879	4851	1710
ENSG00000163093	45	41	29	13	28	37	28	4
ENSG00000239474	4	3	8	5	3	3	6	3
ENSG00000138399	273	189	203	112	158	143	209	83
ENSG00000138398	1336	911	1463	687	1107	802	1954	867
ENSG00000115750	468	372	315	155	291	245	276	91
ENSG00000269973	42	42	41	20	25	25	48	44
ENSG00000134317	4	1	4	4	3	2	10	8
ENSG00000260077	14	17	28	18	3	8	29	49
ENSG00000172059	223	215	302	227	86	111	721	396
ENSG00000205795	16	32	40	25	19	37	66	104
ENSG00000171848	1670	1275	465	327	774	624	286	149
ENSG00000285872	1	7	0	2	4	2	1	0
ENSG00000115756	1025	1155	717	621	934	1242	286	391
ENSG00000115758	2971	3994	2157	1991	2148	3214	1633	1304
ENSG00000257135	13	25	10	17	12	17	16	27
ENSG00000280323	1	0	0	0	0	0	3	4
ENSG00000072195	2406	2436	1291	906	288	328	805	782
ENSG00000286143	1	1	0	1	0	0	0	0
ENSG00000268603	2	4	0	0	0	0	0	2
ENSG00000072182	1	0	0	1	0	1	1	0
ENSG00000123989	9438	8047	8229	6035	7652	6325	8034	7263
ENSG00000124006	1726	1121	1754	1064	1035	703	2356	1435
ENSG00000123999	1	2	3	2	0	0	1	3
ENSG00000144589	450	284	285	170	275	164	476	300
ENSG00000114923	213	335	138	109	104	142	89	120
ENSG00000270820	7	14	11	9	3	6	3	21
ENSG00000115884	242	223	171	132	702	628	129	98
ENSG00000235411	5	3	2	5	1	2	8	3
ENSG00000143878	8774	8367	5363	3888	3753	3620	9468	6572
ENSG00000228950	1	0	1	0	0	0	0	4
ENSG00000260868	0	1	3	2	3	0	1	5
ENSG00000138430	2112	2035	1199	1034	1503	1348	1421	804
ENSG00000138433	895	778	751	515	802	651	1365	724
ENSG00000144306	398	354	347	173	215	191	424	125
ENSG00000206965	1	20	0	2	5	5	2	2
ENSG00000237126	11	10	10	2	5	8	9	8
ENSG00000115468	469	463	420	380	7	10	2445	1923
ENSG00000204120	800	707	1624	928	626	535	1755	652
ENSG00000182600	4	15	2	4	3	2	10	4
ENSG00000066248	5	2	193	139	5	1	283	171
ENSG00000235655	2276	2674	1473	1369	1228	1629	2300	1821
ENSG00000162980	286	519	416	289	175	536	350	257
ENSG00000288066	81	117	122	69	44	121	105	90
ENSG00000115935	1043	1111	925	649	660	844	999	540
ENSG00000163214	624	407	536	298	497	300	611	220
ENSG00000188010	80	236	78	116	54	138	101	156
ENSG00000269210	3	6	3	2	0	8	3	5
ENSG00000115904	1090	845	1142	521	489	525	1449	398
ENSG00000229692	12	6	4	2	5	4	8	4
ENSG00000257800	4	9	11	8	3	4	4	0
ENSG00000163170	88	254	71	85	63	230	51	114
ENSG00000225439	19	25	22	15	2	21	11	22
ENSG00000114978	2050	2077	2100	1408	1759	2118	2624	1256
ENSG00000065911	6051	6730	2839	2730	1983	2422	3737	2046
ENSG00000135913	108	86	94	55	44	44	114	8
ENSG00000144580	934	1165	748	622	739	925	927	734
ENSG00000115556	7	14	8	4	8	7	7	3
ENSG00000074582	400	408	229	190	295	272	264	288
ENSG00000163481	757	582	463	363	575	496	739	613
ENSG00000163482	334	260	290	210	155	98	267	185
ENSG00000135912	243	237	167	114	161	150	162	104
ENSG00000135929	109	62	126	123	454	360	51	27
ENSG00000115592	1	0	3	1	0	0	0	0
ENSG00000085982	1257	1225	1128	769	518	540	1246	574
ENSG00000169599	599	690	314	358	426	590	546	443
ENSG00000232228	1	2	0	0	0	0	0	1
ENSG00000115568	478	493	527	333	296	286	471	273
ENSG00000182389	34	31	317	180	85	145	736	399
ENSG00000188760	30	38	37	22	26	16	25	36
ENSG00000198885	8	13	7	1	16	17	3	0
ENSG00000214694	13	18	9	7	1	13	5	12
ENSG00000163040	155	335	220	206	50	129	475	908
ENSG00000222038	17	15	6	7	12	7	11	5
ENSG00000196834	112	82	47	49	160	132	120	175
ENSG00000204634	19	31	127	57	15	21	101	57
ENSG00000163013	48	54	99	50	67	86	55	42
ENSG00000187627	60	49	103	38	37	33	73	15
ENSG00000154518	1816	2586	1177	1345	1455	2186	1790	2077
ENSG00000187514	9159	11682	7806	6332	5353	7571	5563	5161
ENSG00000118257	1108	699	521	291	691	520	469	171
ENSG00000198399	536	392	465	254	362	308	571	192
ENSG00000132305	2974	1931	1790	1314	1757	1208	2975	1081
ENSG00000123992	1187	1082	777	675	636	609	1184	1098
ENSG00000135905	394	282	164	83	534	341	67	23
ENSG00000055917	1731	1582	2123	1258	1024	1191	2255	861
ENSG00000144579	1355	2381	1471	1510	712	1308	1557	2732
ENSG00000176714	29	36	33	11	15	22	19	12
ENSG00000185404	278	177	179	130	167	116	428	146
ENSG00000273045	0	2	2	1	0	1	0	1
ENSG00000163328	87	79	96	66	108	75	183	52
ENSG00000197223	232	359	211	299	232	406	237	201
ENSG00000189350	0	0	0	1	0	1	2	1
ENSG00000115414	121732	172907	179873	122520	51229	64055	86030	63408
ENSG00000216867	1	1	0	0	0	0	0	1
ENSG00000169679	1013	658	172	93	187	114	177	54
ENSG00000153093	20	34	64	53	6	23	60	113
ENSG00000236330	1	3	1	1	1	0	1	0
ENSG00000204581	5	2	1	1	0	0	3	2
ENSG00000153094	40	77	111	74	10	18	88	63
ENSG00000230499	0	4	2	1	0	0	3	1
ENSG00000227992	7	29	33	13	9	21	17	16
ENSG00000118965	204	131	393	166	118	74	259	84
ENSG00000135899	376	282	239	186	260	192	463	172
ENSG00000155657	40	43	37	26	8	11	29	25
ENSG00000115155	4	3	0	1	21	20	4	1
ENSG00000183607	0	0	15	20	0	0	0	1
ENSG00000169605	2	0	0	0	0	4	2	5
ENSG00000169604	6290	5575	10874	6375	6072	6370	13665	5491
ENSG00000223427	49	74	54	46	53	50	67	27
ENSG00000115267	143	77	116	62	38	38	199	48
ENSG00000115271	102	97	65	37	31	35	74	26
ENSG00000055332	730	516	534	320	378	319	672	225
ENSG00000077232	4147	4095	3483	2138	2874	3159	2667	959
ENSG00000162998	11	13	5	10	7	6	8	5
ENSG00000134321	3	4	0	0	0	0	3	1
ENSG00000151692	3	3	1	2	0	2	1	0
ENSG00000162929	173	149	90	61	88	86	83	36
ENSG00000212978	44	142	57	68	15	57	53	119
ENSG00000173209	78	105	41	42	27	34	48	42
ENSG00000123609	694	553	299	245	218	168	437	216
ENSG00000123610	338	281	206	118	371	211	136	41
ENSG00000080345	997	660	1135	402	510	399	960	284
ENSG00000197872	6	6	8	6	10	15	17	10
ENSG00000196843	170	194	190	149	129	183	343	383
ENSG00000114982	1024	982	888	740	817	941	1207	821
ENSG00000249715	9	11	7	6	9	9	6	9
ENSG00000114988	486	415	338	258	516	430	297	232
ENSG00000158158	203	131	131	96	180	140	160	90
ENSG00000273265	0	1	4	2	0	2	0	0
ENSG00000168763	394	246	359	239	246	189	375	167
ENSG00000163126	0	0	1	0	0	0	1	1
ENSG00000213337	66	113	28	45	42	85	55	102
ENSG00000168758	429	352	463	325	308	230	389	263
ENSG00000124831	4581	3412	3533	1945	2496	2214	4696	1666
ENSG00000132329	176	256	481	543	1045	1336	163	257
ENSG00000235225	1	0	1	1	1	2	0	1
ENSG00000123983	2449	1612	1884	1014	2500	1802	1710	497
ENSG00000229798	8	6	13	5	2	1	18	15
ENSG00000115318	4799	3227	2611	1404	2668	1731	580	319
ENSG00000204843	6316	3984	6544	4202	5273	3867	11303	4869
ENSG00000082898	3318	2215	2620	1404	1615	1182	3318	959
ENSG00000277998	7	10	8	7	5	4	4	13
ENSG00000206869	0	1	0	0	0	0	1	2
ENSG00000115290	12	22	80	62	18	9	127	92
ENSG00000082438	718	666	2341	1124	530	493	5910	1881
ENSG00000115339	59	44	11	6	88	75	7	3
ENSG00000123607	248	211	234	112	175	135	318	87
ENSG00000155749	3	8	7	4	1	1	5	2
ENSG00000115993	1567	2010	1764	1104	1283	2297	2216	1109
ENSG00000082146	199	519	259	274	213	490	350	399
ENSG00000213090	1	0	0	0	2	0	2	2
ENSG00000155754	9	10	21	4	5	7	20	7
ENSG00000234842	0	0	0	4	1	0	9	1
ENSG00000155755	1090	1174	875	711	1101	1440	801	408
ENSG00000287133	0	1	0	0	3	5	0	0
ENSG00000082126	31	30	15	21	79	54	12	9
ENSG00000138395	45	50	26	12	65	76	15	14
ENSG00000273209	0	1	1	4	0	4	1	3
ENSG00000003393	828	598	712	446	453	357	1423	486
ENSG00000018510	2015	1396	1218	739	1243	1100	1551	450
ENSG00000138092	334	365	190	180	148	222	212	182
ENSG00000271936	18	22	9	3	12	11	10	4
ENSG00000115137	40	42	59	39	17	50	75	37
ENSG00000224165	1	3	4	5	2	1	3	7
ENSG00000138031	835	651	801	459	578	536	525	275
ENSG00000136709	1162	880	967	602	750	550	1012	547
ENSG00000144231	249	369	177	197	123	261	188	187
ENSG00000144233	704	775	783	596	459	485	890	436
ENSG00000272667	23	56	38	33	18	24	24	49
ENSG00000286873	6	12	7	4	2	7	6	12
ENSG00000136715	813	689	629	417	401	420	829	497
ENSG00000136689	0	0	0	2	5	3	0	0
ENSG00000125637	18	9	17	23	88	118	13	24
ENSG00000189223	0	6	11	4	50	104	185	311
ENSG00000125618	0	1	2	0	15	25	25	58
ENSG00000143947	5490	12772	4321	5499	4187	8267	4129	7893
ENSG00000198075	4	1	0	2	0	0	0	0
ENSG00000135945	458	362	401	279	213	194	554	168
ENSG00000273306	1	2	7	2	0	1	12	9
ENSG00000230393	3	7	1	5	0	1	1	0
ENSG00000196604	325	248	147	153	493	332	352	490
ENSG00000177483	0	4	6	2	2	2	1	1
ENSG00000173559	210	308	347	239	549	725	245	170
ENSG00000168497	775	543	1638	875	202	148	4062	1120
ENSG00000163017	7094	5320	2202	1855	2103	1359	3495	2507
ENSG00000114956	687	1028	591	609	530	890	965	1205
ENSG00000237883	2	4	0	3	0	0	0	2
ENSG00000187605	566	465	400	222	88	89	431	223
ENSG00000198380	4040	2607	4036	2147	3498	2333	5007	1474
ENSG00000115977	1608	1162	1263	761	855	928	1411	949
ENSG00000135999	447	472	523	280	227	261	494	217
ENSG00000168280	3	5	2	0	1	2	5	3
ENSG00000150556	2	0	3	9	0	1	49	25
ENSG00000187123	15	36	11	8	32	65	22	29
ENSG00000168288	2877	2748	1657	1550	2558	2543	3064	1850
ENSG00000231969	0	5	2	0	1	2	6	7
ENSG00000136699	2468	2044	1583	1135	1426	1406	2005	1559
ENSG00000115325	2116	2370	1439	1328	1223	1461	907	927
ENSG00000175701	122	343	113	153	139	313	157	459
ENSG00000144115	208	269	559	547	195	256	519	447
ENSG00000115963	3985	3664	4881	2826	9697	9103	7762	2829
ENSG00000163596	62	63	87	49	40	51	72	38
ENSG00000155760	893	607	1432	976	953	623	1589	869
ENSG00000115970	871	518	813	423	393	240	981	389
ENSG00000115604	10	6	33	13	1	5	46	14
ENSG00000183281	4	2	4	6	3	2	5	1
ENSG00000184924	121	308	135	180	68	240	208	414
ENSG00000162959	75	106	56	58	48	74	92	79
ENSG00000084090	1864	2324	2123	1921	1261	1800	3882	2954
ENSG00000003137	69	63	1079	657	11	6	360	166
ENSG00000134326	4	4	1	0	2	6	3	4
ENSG00000183054	701	563	1267	542	480	403	907	252
ENSG00000013441	252	315	439	273	274	401	585	360
ENSG00000240344	342	459	115	104	168	212	113	115
ENSG00000196290	445	356	240	187	248	194	396	282
ENSG00000115942	466	297	331	222	269	216	351	133
ENSG00000225695	87	108	70	42	50	54	62	36
ENSG00000003402	454	462	539	320	533	529	733	318
ENSG00000226312	4	0	0	0	1	0	0	1
ENSG00000003400	35	24	27	10	64	50	30	22
ENSG00000119013	367	836	266	310	342	649	279	487
ENSG00000232788	1	1	0	0	0	0	1	10
ENSG00000152527	105	94	153	56	51	40	131	40
ENSG00000138036	375	287	283	225	176	180	508	219
ENSG00000219391	6	9	7	7	6	12	13	8
ENSG00000223658	17	15	14	13	11	9	28	4
ENSG00000138442	675	479	460	269	481	326	582	212
ENSG00000138380	55	91	93	72	27	59	102	63
ENSG00000138095	2571	1751	2390	1113	1354	844	2630	828
ENSG00000115525	296	366	515	447	263	410	398	200
ENSG00000232504	1	0	1	1	0	0	1	2
ENSG00000068654	1378	926	1251	753	776	623	1129	492
ENSG00000115232	666	433	284	107	279	166	127	25
ENSG00000234028	9	11	4	9	0	1	8	10
ENSG00000153574	179	191	91	87	120	162	162	121
ENSG00000087338	248	344	388	270	184	327	390	171
ENSG00000124380	308	454	241	267	212	415	339	308
ENSG00000059728	196	233	318	233	133	140	390	210
ENSG00000169564	1172	963	836	634	881	703	1185	734
ENSG00000231327	2	12	5	3	4	4	3	12
ENSG00000115998	231	301	167	162	127	152	262	218
ENSG00000116001	571	503	429	247	442	372	383	181
ENSG00000231414	2	12	0	2	0	8	3	0
ENSG00000179818	34	54	39	51	14	44	31	48
ENSG00000115827	204	269	261	162	103	164	268	96
ENSG00000228507	0	2	1	1	0	3	1	2
ENSG00000233762	82	164	65	78	67	133	55	219
ENSG00000071967	3211	3240	15161	10300	6300	8613	15394	6768
ENSG00000237651	7	16	6	9	1	13	6	12
ENSG00000124356	776	742	588	515	443	502	988	482
ENSG00000123612	14	16	22	15	27	29	17	10
ENSG00000234584	3	1	2	0	0	2	0	0
ENSG00000115170	1262	994	1511	1000	1326	1074	1723	764
ENSG00000237380	1	2	15	28	2	13	6	17
ENSG00000128709	1	0	9	6	2	0	0	0
ENSG00000175879	6	9	55	48	26	26	36	21
ENSG00000170166	0	0	3	2	7	6	0	0
ENSG00000224189	0	1	5	2	2	1	0	0
ENSG00000218175	429	1621	634	970	402	1399	470	2385
ENSG00000128652	0	0	2	6	4	3	1	1
ENSG00000158417	3288	2407	3618	1740	3011	2205	5000	2547
ENSG00000144218	1176	999	469	305	51	54	115	68
ENSG00000170500	4	0	8	9	3	1	3	5
ENSG00000115526	264	231	226	193	242	222	181	120
ENSG00000238029	3	4	7	3	1	1	2	2
ENSG00000127824	722	568	563	435	312	260	307	204
ENSG00000135924	956	989	1080	871	759	878	1436	1368
ENSG00000138381	526	657	436	417	355	527	533	327
ENSG00000128694	113	100	69	65	48	45	156	54
ENSG00000128699	378	699	324	303	367	651	313	318
ENSG00000151687	15	47	24	15	15	22	25	13
ENSG00000144224	2645	1844	2277	1209	2246	1640	2720	705
ENSG00000115850	1	0	0	0	1	0	0	1
ENSG00000048991	794	995	612	444	384	643	720	451
ENSG00000169047	1103	932	534	388	1150	1098	298	129
ENSG00000272622	2	0	2	2	1	7	0	0
ENSG00000144468	807	849	825	542	580	675	617	304
ENSG00000169031	2	3	1	0	0	3	2	0
ENSG00000236432	8	10	8	8	3	12	8	9
ENSG00000168958	984	1328	984	890	960	1230	1354	1116
ENSG00000168955	0	0	1	0	1	7	1	0
ENSG00000173744	1515	1357	1354	1018	1167	1260	1825	944
ENSG00000079308	12246	9216	13967	8290	9921	9026	17284	9407
ENSG00000143970	643	466	827	467	339	371	840	250
ENSG00000084731	755	895	595	475	700	1028	640	622
ENSG00000268412	9	3	5	3	5	1	3	8
ENSG00000084733	3580	3272	3607	2577	3176	3109	5160	2426
ENSG00000157833	140	234	313	233	160	271	355	548
ENSG00000135931	2244	1586	1407	840	702	452	1484	680
ENSG00000115138	5	9	9	4	1	1	6	49
ENSG00000119772	531	396	330	224	177	162	343	198
ENSG00000081052	4	7	9	6	16	33	3	0
ENSG00000220804	30	58	30	25	11	31	21	18
ENSG00000224132	1	1	0	0	2	0	0	0
ENSG00000222032	1	0	0	1	2	0	0	0
ENSG00000163359	23435	18972	12530	7706	9686	8443	2760	1430
ENSG00000175084	218	173	424	289	61	53	2710	2421
ENSG00000136531	221	157	136	60	30	25	10	5
ENSG00000091409	235	143	299	138	673	562	2052	540
ENSG00000184261	2	5	1	1	3	0	0	2
ENSG00000138081	703	517	689	350	418	280	910	189
ENSG00000169994	38	42	30	24	9	10	83	63
ENSG00000272789	6	4	3	2	1	0	12	15
ENSG00000172071	313	231	529	315	330	308	419	188
ENSG00000188452	3	0	0	0	1	2	0	0
ENSG00000144591	1728	1395	828	758	1160	899	1431	1102
ENSG00000155368	597	1569	378	491	450	997	327	544
ENSG00000172845	1206	1225	1265	855	789	890	1348	565
ENSG00000115677	35798	31412	23559	16269	26623	25653	35363	19655
ENSG00000030419	40	16	38	19	27	27	41	18
ENSG00000071575	302	377	435	329	202	241	390	256
ENSG00000188886	2	0	0	1	0	1	3	3
ENSG00000286095	0	1	2	4	0	0	0	0
ENSG00000233087	39	64	43	26	42	47	46	81
ENSG00000116127	309	272	339	134	111	117	259	117
ENSG00000183091	8	12	24	19	5	13	78	21
ENSG00000135636	640	459	511	250	353	204	1272	696
ENSG00000283427	3	0	0	1	0	4	5	0
ENSG00000283196	46	136	62	59	34	145	101	301
ENSG00000281904	0	0	1	0	0	1	3	2
ENSG00000159374	5	19	5	10	10	8	4	1
ENSG00000144426	328	276	456	213	241	240	534	227
ENSG00000123600	307	318	347	260	204	268	420	218
ENSG00000150722	1	8	9	7	3	2	3	6
ENSG00000169967	858	725	823	452	483	528	998	378
ENSG00000144134	128	154	132	125	85	98	105	144
ENSG00000188219	205	168	93	100	301	189	207	282
ENSG00000084676	503	509	694	392	297	318	734	339
ENSG00000121964	349	443	298	276	204	340	521	317
ENSG00000078018	387	283	245	145	32	44	158	47
ENSG00000152049	848	961	714	578	247	268	1068	660
ENSG00000284308	9	13	10	8	7	9	3	7
ENSG00000155744	167	178	172	100	100	168	169	89
ENSG00000236682	7	25	7	5	1	7	13	19
ENSG00000115718	11	15	1	0	0	2	1	2
ENSG00000163166	1336	944	958	584	819	576	1439	462
ENSG00000072163	3762	3896	2028	1909	1606	1808	6464	6718
ENSG00000144230	8	2	1	1	0	0	13	3
ENSG00000154764	0	0	18	9	1	0	138	100
ENSG00000224237	0	0	1	2	0	2	0	0
ENSG00000227110	1	6	0	2	0	1	3	6
ENSG00000144635	1805	1210	960	657	1202	803	2061	678
ENSG00000228242	2	4	11	4	3	5	6	4
ENSG00000272282	5	9	8	2	1	6	0	7
ENSG00000224080	3	2	5	1	10	11	3	10
ENSG00000224858	904	2581	789	1203	720	1782	815	2728
ENSG00000157103	0	0	1	0	0	0	1	2
ENSG00000230067	3	4	5	1	5	3	3	4
ENSG00000131379	7	3	11	1	1	1	5	1
ENSG00000271643	27	47	41	18	34	25	75	52
ENSG00000206559	35	22	29	8	15	12	28	29
ENSG00000144559	161	128	106	75	152	101	161	94
ENSG00000132164	1	0	1	0	3	2	1	0
ENSG00000163527	4739	3384	3934	2092	4782	3668	3089	1054
ENSG00000154813	398	902	408	398	280	854	298	367
ENSG00000173705	836	506	317	147	125	101	192	55
ENSG00000154822	82	83	84	49	126	117	113	48
ENSG00000151789	25	33	9	10	1	1	1	1
ENSG00000229241	4	4	6	2	1	3	5	2
