EnsemblID	s17AAO2007-Pol	s17AAO2007-tot	s17T-Pol	s17T-tot	sDALJO-Pol	sDALJO-tot	sMAYCL-Pol	sMAYCL-tot
ENSG00000181652	4	3	2	1	2	3	6	1
ENSG00000213199	5	9	0	2	0	5	18	13
ENSG00000164885	432	518	233	227	290	292	426	483
ENSG00000244151	0	0	3	0	0	1	0	1
ENSG00000164896	906	1573	929	966	693	1323	1023	2038
ENSG00000164897	737	1329	605	588	564	1106	512	1150
ENSG00000133612	913	1069	797	675	823	1006	998	1147
ENSG00000285292	1	1	1	2	1	0	4	1
ENSG00000033050	634	486	461	378	621	439	618	383
ENSG00000033100	2373	1819	2786	1983	3660	2673	2381	1513
ENSG00000122557	594	537	607	417	501	475	906	466
ENSG00000271122	40	52	62	62	10	51	49	43
ENSG00000227544	0	3	12	28	0	2	87	136
ENSG00000228878	0	7	5	3	3	2	6	4
ENSG00000187257	488	342	383	210	344	340	425	187
ENSG00000135211	246	332	225	221	223	261	341	321
ENSG00000006576	1908	1777	1898	1221	1110	1376	1516	538
ENSG00000187391	182	195	217	162	110	133	162	74
ENSG00000006625	248	479	179	191	160	247	260	214
ENSG00000196295	5	9	6	4	4	4	6	3
ENSG00000106113	0	0	1	0	0	0	6	9
ENSG00000106105	18865	13016	9623	6471	9027	6277	17242	7385
ENSG00000241127	150	247	112	126	101	190	99	155
ENSG00000006451	1516	1451	1381	985	2593	2890	2002	1095
ENSG00000231198	0	2	1	1	1	0	0	0
ENSG00000233225	2	5	2	6	2	5	4	0
ENSG00000188185	17	16	11	7	0	6	13	8
ENSG00000257335	116	94	43	16	39	24	46	24
ENSG00000130429	90	109	62	65	106	95	111	90
ENSG00000271321	15	14	25	9	9	6	27	10
ENSG00000225573	2	23	6	5	8	14	3	29
ENSG00000226824	3	6	5	10	7	10	2	9
ENSG00000271064	1	0	0	0	0	2	4	2
ENSG00000230583	1	3	4	1	1	1	2	3
ENSG00000273142	35	28	23	10	4	4	19	31
ENSG00000106560	0	1	0	1	2	4	2	6
ENSG00000106565	3	2	0	0	281	216	0	0
ENSG00000002933	3	2	0	0	215	228	0	0
ENSG00000198898	2780	3232	2190	1929	2119	2686	3356	1668
ENSG00000227199	4	7	5	2	1	2	1	5
ENSG00000214188	1	2	0	1	0	0	0	0
ENSG00000133597	291	315	297	225	231	206	379	414
ENSG00000090266	564	1065	374	520	403	897	703	977
ENSG00000240889	6	13	13	4	12	15	5	24
ENSG00000157764	417	393	443	276	308	374	613	292
ENSG00000090263	322	609	229	296	243	394	287	458
ENSG00000105865	21	38	25	28	10	43	22	37
ENSG00000158516	0	8	0	0	0	1	1	6
ENSG00000128510	631	474	377	268	444	328	1996	968
ENSG00000091704	3	1	7	3	0	0	10	2
ENSG00000259920	1	3	0	0	0	0	1	0
ENSG00000272701	1	8	2	0	0	0	4	0
ENSG00000106484	6455	7600	2574	2295	844	1091	7462	4932
ENSG00000270953	7	7	17	11	1	1	14	30
ENSG00000178234	495	815	617	538	458	854	664	428
ENSG00000241007	165	117	186	94	132	84	349	112
ENSG00000261455	32	46	25	29	14	24	26	36
ENSG00000225416	0	2	0	1	0	0	1	0
ENSG00000160917	444	490	300	243	274	329	373	345
ENSG00000228335	1	1	0	2	1	2	2	4
ENSG00000241468	624	1315	531	665	517	1113	558	1632
ENSG00000198556	23	15	17	9	16	22	17	16
ENSG00000160908	254	235	220	173	158	168	352	184
ENSG00000221909	23	26	14	21	17	10	33	6
ENSG00000197343	600	758	675	431	320	475	759	482
ENSG00000272647	0	0	0	2	0	5	1	4
ENSG00000244219	2	6	5	10	6	12	4	15
ENSG00000197037	163	136	128	99	91	65	183	73
ENSG00000224448	1	0	0	1	1	0	0	0
ENSG00000106258	3	3	7	0	10	6	1	1
ENSG00000260524	0	0	1	1	0	1	0	0
ENSG00000218586	35	39	45	18	26	18	47	12
ENSG00000280890	1	1	0	0	0	0	0	1
ENSG00000177679	42	40	43	28	26	45	19	42
ENSG00000170027	7535	5796	5886	3978	5485	5068	8732	3278
ENSG00000146700	27	37	25	9	6	18	21	41
ENSG00000188372	118	192	27	39	55	102	142	345
ENSG00000106211	24034	22807	10963	12364	21234	22669	36113	39963
ENSG00000214960	77	65	49	39	46	48	76	24
ENSG00000171243	1	2	1	1	1	2	0	0
ENSG00000224280	2	2	2	1	2	1	1	4
ENSG00000234432	14	28	29	12	6	11	14	16
ENSG00000273084	12	30	16	23	5	8	23	36
ENSG00000207973	1	0	0	2	0	1	0	0
ENSG00000075624	211447	145403	103813	86894	257306	182287	230521	130918
ENSG00000075618	9656	6987	6917	5155	10926	7788	11181	7283
ENSG00000237738	0	0	1	0	0	1	0	1
ENSG00000082014	940	1104	874	849	463	470	988	1202
ENSG00000135164	359	397	414	267	208	257	425	184
ENSG00000173852	1120	879	1279	671	1086	994	794	279
ENSG00000106404	40	84	46	37	31	48	76	134
ENSG00000158683	3	2	9	2	2	5	2	1
ENSG00000196652	394	350	294	201	236	268	419	214
ENSG00000166448	142	98	310	189	35	49	222	163
ENSG00000164776	9	9	5	6	9	1	4	2
ENSG00000129103	4641	4927	3309	2844	4543	4756	3365	3028
ENSG00000011275	2018	1570	1709	1106	1089	961	2447	1182
ENSG00000164542	23	18	31	8	5	5	24	8
ENSG00000106443	614	400	625	367	453	302	721	266
ENSG00000106608	823	537	812	524	712	486	1378	650
ENSG00000106477	546	486	341	275	339	366	398	241
ENSG00000091140	2048	1396	1519	1041	1477	1095	1854	595
ENSG00000091136	13935	10058	10675	4939	3362	2235	8065	3058
ENSG00000188707	1	6	5	5	6	7	1	0
ENSG00000127399	6	5	14	8	20	19	3	2
ENSG00000106538	35	48	203	186	593	747	281	305
ENSG00000240449	2	7	3	0	1	5	4	1
ENSG00000080802	557	492	540	335	380	368	623	310
ENSG00000227073	1	3	0	0	0	1	0	2
ENSG00000155561	1095	743	933	505	482	377	932	292
ENSG00000122574	2	1	23	18	2	0	103	106
ENSG00000136193	3609	3005	1905	1292	2063	2107	2988	1188
ENSG00000227014	2	3	4	0	1	4	4	0
ENSG00000106080	721	568	589	466	546	589	430	149
ENSG00000231519	0	2	0	0	1	0	1	0
ENSG00000106624	4314	3233	3326	1868	2299	1622	2502	1649
ENSG00000106631	0	0	0	1	3	6	0	0
ENSG00000176428	32	60	32	28	13	53	32	61
ENSG00000176410	398	392	222	241	283	340	379	475
ENSG00000071462	1292	1234	713	643	1357	1438	1081	742
ENSG00000106089	201	320	163	153	69	103	55	87
ENSG00000225969	11	49	16	19	6	20	5	26
ENSG00000165215	1	0	2	1	2	0	1	0
ENSG00000165171	16	28	26	17	10	18	49	84
ENSG00000106344	715	473	477	279	482	330	456	193
ENSG00000224940	5	3	5	0	0	1	1	1
ENSG00000106348	1622	1921	1051	909	1600	1889	1231	1258
ENSG00000135245	58	83	50	52	49	99	54	82
ENSG00000165055	258	262	207	160	135	214	224	156
ENSG00000273270	42	76	54	44	25	37	36	53
ENSG00000213280	3	6	2	4	0	4	1	5
ENSG00000160993	197	208	147	125	124	151	242	190
ENSG00000161036	800	617	376	307	483	335	669	482
ENSG00000005075	496	1511	608	704	362	985	589	1516
ENSG00000170667	2581	2898	3061	2235	1477	2498	2656	2759
ENSG00000168255	43	77	57	66	54	91	34	93
ENSG00000270249	0	0	2	0	1	1	1	1
ENSG00000285437	3	3	0	1	5	3	4	4
ENSG00000105808	340	378	426	308	162	327	470	431
ENSG00000279168	1	5	6	2	1	4	15	15
ENSG00000205236	4	5	1	6	6	7	7	8
ENSG00000267645	32	62	61	73	31	72	31	53
ENSG00000173678	9	5	3	1	6	2	0	5
ENSG00000228049	3	9	5	3	3	10	2	1
ENSG00000233297	466	502	446	354	266	460	463	574
ENSG00000213385	3	0	1	3	3	0	1	1
ENSG00000189166	22	12	8	4	6	9	12	18
ENSG00000235095	6	3	2	1	1	1	1	1
ENSG00000260653	0	0	3	0	1	1	0	0
ENSG00000284981	6	2	0	4	3	1	2	6
ENSG00000105792	39	25	27	15	27	21	26	3
ENSG00000105793	237	258	180	91	148	171	253	117
ENSG00000157224	450	439	571	320	652	640	456	211
ENSG00000058091	880	851	1304	798	966	1208	1162	486
ENSG00000223969	1	7	5	1	1	4	1	3
ENSG00000157240	685	520	1565	1035	677	518	1854	1020
ENSG00000221866	62	37	66	42	24	22	14	13
ENSG00000105974	16523	18782	20115	18914	10472	13248	33932	22538
ENSG00000274752	0	4	1	0	1	5	0	0
ENSG00000276953	1	5	2	0	9	13	0	0
ENSG00000105976	1515	1128	1747	958	597	494	856	274
ENSG00000050344	11	9	39	15	66	40	3	1
ENSG00000122565	3414	3401	2148	1594	2293	2491	2409	1357
ENSG00000229161	2	2	0	0	2	0	1	0
ENSG00000136197	12	2	5	5	12	13	7	3
ENSG00000106591	646	732	349	351	525	721	477	336
ENSG00000224415	3	2	2	0	3	3	3	5
ENSG00000170629	2	8	7	2	1	3	3	1
ENSG00000105821	654	451	406	226	467	422	504	198
ENSG00000049540	64187	43851	31069	18765	494	355	40847	30630
ENSG00000106683	957	1263	852	772	921	1717	847	883
ENSG00000105819	1443	1236	1078	786	853	721	1196	590
ENSG00000161057	3162	2147	1787	1294	2319	1641	2975	1099
ENSG00000182165	17	83	28	77	20	105	27	107
ENSG00000005469	298	223	371	201	293	188	423	113
ENSG00000005471	28	15	1	0	7	2	0	1
ENSG00000085563	9	7	8	4	4	1	0	2
ENSG00000196262	14765	18767	7412	9159	11434	14306	12808	15918
ENSG00000105968	1281	2087	1396	1048	659	1360	1452	1462
ENSG00000146676	1377	1257	1310	809	770	998	1226	597
ENSG00000272768	6	11	5	7	3	7	10	18
ENSG00000228903	193	196	259	175	122	149	214	249
ENSG00000235314	4	13	9	9	3	0	16	24
ENSG00000136279	4072	3250	2501	2247	3255	2838	4460	2755
ENSG00000122678	144	161	127	112	109	67	215	170
ENSG00000106636	3114	3824	2470	2090	2701	4138	3673	3232
ENSG00000127951	31	30	2747	1589	218	142	39	7
ENSG00000146535	1798	2913	1953	1829	1455	2784	2221	2521
ENSG00000086730	10	9	1	5	3	9	7	9
ENSG00000049541	425	398	258	237	233	240	326	205
ENSG00000106665	1649	1437	1452	921	1782	1852	1221	845
ENSG00000198286	45	30	115	75	131	124	19	15
ENSG00000122641	16555	11344	14762	8454	22994	17548	30429	15605
ENSG00000224116	10	11	12	4	17	24	13	9
ENSG00000213721	4	11	2	9	3	12	2	6
ENSG00000211751	9	7	1	0	0	0	0	0
ENSG00000211765	1	1	0	0	0	1	0	0
ENSG00000211767	20	38	8	7	9	12	0	0
ENSG00000211768	2	3	1	3	0	0	0	0
ENSG00000211772	517	965	233	272	139	319	1	2
ENSG00000106123	1655	1351	1137	755	52	53	426	348
ENSG00000165125	17	18	30	12	0	2	1	3
ENSG00000164675	6	15	7	3	0	0	9	2
ENSG00000232524	2	2	0	0	1	0	1	1
ENSG00000128609	832	1047	615	495	562	879	887	575
ENSG00000106299	934	862	1109	699	707	800	1353	519
ENSG00000272686	20	22	40	27	15	15	39	36
ENSG00000106333	4239	3578	3425	2662	2093	1628	1060	1140
ENSG00000106330	208	469	225	292	106	330	181	761
ENSG00000106327	50	41	19	11	14	12	20	34
ENSG00000172354	6573	6574	4208	3816	5821	5720	6706	7361
ENSG00000172336	481	641	310	252	266	408	357	630
ENSG00000196411	936	985	1209	710	401	407	734	666
ENSG00000146828	642	449	562	350	585	416	566	411
ENSG00000087077	2903	2698	1738	1733	1778	1680	2898	2694
ENSG00000087087	2225	1502	1388	816	1750	1142	1858	1052
ENSG00000176125	62	40	36	19	46	39	34	31
ENSG00000146830	441	424	600	347	312	257	698	488
ENSG00000186645	1	0	1	1	0	1	2	0
ENSG00000178397	371	480	323	305	213	315	510	413
ENSG00000136238	6958	7035	5522	4667	5730	6706	9174	7490
ENSG00000164535	1163	841	1808	1126	1184	698	1865	1277
ENSG00000136240	12187	11947	9522	8222	13162	14622	11864	7275
ENSG00000164889	3827	2992	2694	1724	2070	1603	3305	2066
ENSG00000243302	30	27	24	8	2	9	23	15
ENSG00000230715	25	33	24	12	7	8	15	28
ENSG00000229413	2	7	7	0	3	9	11	5
ENSG00000243679	27	22	18	27	6	19	24	26
ENSG00000281490	61	40	57	43	14	19	41	22
ENSG00000135248	3	1	0	0	3	1	3	0
ENSG00000128595	39603	32463	31679	21122	38588	37282	46188	16744
ENSG00000128596	74	71	71	39	83	74	124	65
ENSG00000242902	3	2	0	0	1	0	0	0
ENSG00000128524	724	1420	716	847	675	1469	1061	2646
ENSG00000272899	12	7	16	12	10	7	12	10
ENSG00000224163	205	141	267	158	250	167	365	321
ENSG00000128604	2	4	6	4	1	1	3	1
ENSG00000275106	1	1	0	2	0	0	0	2
ENSG00000244556	0	1	1	1	4	1	7	0
ENSG00000230359	8	10	13	4	1	5	6	4
ENSG00000230626	86	119	62	54	52	66	114	109
ENSG00000158457	11	8	9	1	2	2	9	6
ENSG00000128602	176	156	296	229	97	125	119	141
ENSG00000135253	2	4	0	3	4	3	4	3
ENSG00000106571	274	294	231	175	139	251	216	163
ENSG00000136247	444	880	534	551	396	756	500	829
ENSG00000105926	427	309	339	173	306	280	337	126
ENSG00000243566	2	0	4	0	3	1	3	0
ENSG00000136267	7	5	2	0	2	1	0	0
ENSG00000004866	278	308	282	239	213	167	289	227
ENSG00000006606	18	46	6	5	59	127	22	81
ENSG00000128591	14327	9518	21130	12018	13781	9864	29191	14901
ENSG00000122566	15555	10246	7739	4838	10098	6288	11349	4630
ENSG00000006704	453	363	297	213	208	162	467	307
ENSG00000164597	1026	752	794	513	621	457	1098	330
ENSG00000197150	1057	906	561	438	878	573	585	414
ENSG00000154710	30	66	55	51	32	47	42	53
ENSG00000075790	1	2	1	1	2	7	1	1
ENSG00000010270	617	1011	489	530	513	1062	520	604
ENSG00000146833	512	391	408	343	394	321	1021	391
ENSG00000158525	0	2	1	2	0	0	4	3
ENSG00000266265	0	2	1	1	3	0	1	0
ENSG00000243335	192	177	206	143	138	210	331	182
ENSG00000180535	7	7	1	3	7	9	1	0
ENSG00000198742	1092	857	1090	706	956	875	1711	888
ENSG00000146574	1797	1844	1470	1192	974	1209	2225	1189
ENSG00000136237	18	7	21	23	8	14	17	12
ENSG00000233476	17349	32209	14924	17514	15019	23088	12998	17914
ENSG00000232759	0	0	1	0	1	1	0	0
ENSG00000232949	1	1	12	5	0	3	0	0
ENSG00000179428	2	1	17	13	7	4	10	19
ENSG00000136244	182	250	983	865	2454	2616	416	334
ENSG00000234513	1	4	1	2	2	2	2	0
ENSG00000228649	27	46	50	52	13	45	25	33
ENSG00000226329	4	13	8	2	7	11	2	3
ENSG00000087085	3	4	2	0	4	2	7	11
ENSG00000257923	3183	2841	4327	3038	2101	2357	7074	4806
ENSG00000196683	591	2065	980	1297	797	2324	846	1953
ENSG00000105889	156	126	29	21	147	103	14	9
ENSG00000008282	2600	2153	2417	1743	2433	1947	2742	1253
ENSG00000273320	0	1	0	1	0	0	1	5
ENSG00000048052	228	203	312	164	89	82	239	108
ENSG00000105835	962	660	696	373	1029	703	797	237
ENSG00000181072	309	244	1621	823	886	854	193	68
ENSG00000146858	30	49	60	40	26	64	55	29
ENSG00000105939	774	519	872	473	420	319	954	353
ENSG00000105948	241	190	166	126	131	88	154	69
ENSG00000157741	221	147	209	119	95	107	210	67
ENSG00000008311	128	93	167	66	69	78	106	27
ENSG00000160999	66	70	21	28	22	19	28	59
ENSG00000228546	0	1	1	1	0	0	0	4
ENSG00000260097	8	5	3	2	4	2	0	4
ENSG00000128563	357	405	286	253	235	272	441	299
ENSG00000189056	302	223	196	117	91	71	44	22
ENSG00000164815	504	408	293	242	451	368	518	221
ENSG00000128617	0	0	1	2	1	2	1	0
ENSG00000225968	53	56	69	49	9	8	49	62
ENSG00000122687	5	4	5	4	4	3	4	6
ENSG00000106266	648	611	447	375	489	531	689	431
ENSG00000106263	6956	4533	4650	3104	5659	3585	8467	3804
ENSG00000136213	553	591	661	511	655	678	628	683
ENSG00000002822	4	3	2	5	0	0	3	6
ENSG00000235944	18	31	26	35	7	18	29	49
ENSG00000122674	2049	2101	1402	1132	823	991	2152	1221
ENSG00000155034	518	367	391	253	271	209	523	292
ENSG00000106125	17	15	11	15	7	9	15	10
ENSG00000240583	1328	1093	2858	2038	174	127	2346	1789
ENSG00000106628	1863	2378	1118	1205	891	1101	1721	2352
ENSG00000243018	1	10	0	1	0	0	0	0
ENSG00000013374	1999	1389	1363	830	1198	903	2547	1018
ENSG00000197448	1796	2032	1176	1135	1672	1794	1644	1958
ENSG00000106144	285	226	258	213	95	161	271	105
ENSG00000159784	39	62	60	37	40	57	35	63
ENSG00000232533	54	107	54	50	39	71	65	94
ENSG00000159840	18758	17727	11919	10513	14044	15061	21497	21232
ENSG00000146904	1	9	2	5	4	8	1	4
ENSG00000271079	17	12	34	9	9	8	22	13
ENSG00000223459	884	514	1193	511	621	448	1577	229
ENSG00000283537	27	25	14	15	10	11	19	35
ENSG00000283528	15	20	29	11	13	9	22	9
ENSG00000188037	1	0	0	2	0	0	0	4
ENSG00000127914	654	463	1002	399	443	368	899	308
ENSG00000279483	1690	7917	2487	3389	1230	4949	1680	7185
ENSG00000230383	59	95	28	55	35	80	45	71
ENSG00000157680	181	148	600	306	86	162	413	182
ENSG00000066923	29	25	26	25	12	30	23	14
ENSG00000122591	1854	1497	2481	1319	1776	1924	2046	648
ENSG00000230042	2	2	4	1	0	1	1	3
ENSG00000164604	80	78	50	28	62	105	33	17
ENSG00000106268	286	368	136	113	260	287	238	290
ENSG00000136271	1724	1242	917	703	1399	958	1612	1081
ENSG00000106682	8061	7793	5345	4636	5845	6608	8448	5803
ENSG00000164638	33	61	57	35	40	75	32	34
ENSG00000155849	0	0	2	4	1	0	1	1
ENSG00000189143	9	14	23	15	2	4	9	8
ENSG00000240720	1	0	1	0	2	3	0	5
ENSG00000146776	153	123	184	133	77	72	161	94
ENSG00000161048	241	214	240	150	129	191	206	71
ENSG00000132434	841	653	655	456	834	658	1222	641
ENSG00000055609	541	485	664	420	262	239	711	288
ENSG00000272556	22	32	18	8	5	6	24	37
ENSG00000146678	151	117	685	501	9	4	7	3
ENSG00000146674	5369	5258	33741	27562	19809	22618	57047	30448
ENSG00000231952	20	27	22	2	9	13	9	5
ENSG00000272905	6	17	6	12	20	12	4	6
ENSG00000170852	807	714	661	436	518	481	817	390
ENSG00000205763	82	171	89	121	75	210	115	138
ENSG00000122642	6669	5441	8907	5798	5315	4678	12040	5596
ENSG00000122643	304	385	291	288	272	330	365	208
ENSG00000164610	205	245	159	151	136	254	208	219
ENSG00000197008	17	32	18	19	9	14	11	16
ENSG00000234456	460	918	649	459	167	562	280	366
ENSG00000205085	10	14	2	0	1	4	3	8
ENSG00000197258	361	490	410	333	180	230	308	173
ENSG00000228393	4	7	5	2	0	5	0	0
ENSG00000239569	4	14	3	5	5	14	2	13
ENSG00000075303	237	211	208	144	177	150	209	122
ENSG00000006634	291	327	102	55	137	181	93	60
ENSG00000075142	827	1186	649	661	691	1071	962	914
ENSG00000127954	1	1	1	2	0	0	0	1
ENSG00000008277	23	15	8	6	5	3	6	8
ENSG00000186088	41	48	27	19	73	98	8	2
ENSG00000127947	1873	1776	1743	963	1433	1547	2015	941
ENSG00000122783	266	384	274	258	141	291	248	242
ENSG00000146859	227	285	224	214	116	134	346	270
ENSG00000272941	2	1	2	1	0	1	1	2
ENSG00000287733	0	1	1	0	2	0	0	0
ENSG00000105875	194	127	144	69	111	87	142	88
ENSG00000106460	2396	2264	1829	1014	1127	1310	1574	614
ENSG00000146530	1	1	0	0	1	0	0	1
ENSG00000236048	4	3	2	2	3	5	3	1
ENSG00000160991	671	951	784	578	555	1016	488	574
ENSG00000225932	39	34	44	15	20	17	93	56
ENSG00000213214	71	70	127	91	66	70	101	24
ENSG00000212807	1	2	5	4	1	3	7	2
ENSG00000170356	6	4	14	10	3	2	2	2
ENSG00000243896	4	2	8	3	1	3	3	5
ENSG00000244693	43	36	45	19	17	17	97	58
ENSG00000244198	15	34	43	33	16	29	42	47
ENSG00000204959	166	183	179	131	130	155	434	257
ENSG00000228960	111	113	138	135	65	90	128	96
ENSG00000221970	1	1	2	5	1	0	3	2
ENSG00000050327	232	240	245	174	234	254	561	364
ENSG00000216895	2	10	7	3	3	12	2	5
ENSG00000184863	564	441	586	335	321	332	625	259
ENSG00000182648	70	83	50	50	37	46	53	82
ENSG00000105982	13	25	19	16	6	17	5	20
ENSG00000224903	1	2	1	1	0	0	0	0
ENSG00000105983	697	785	802	643	537	658	862	425
ENSG00000146909	259	212	466	277	374	284	701	293
ENSG00000106633	4	12	13	11	2	9	22	41
ENSG00000273314	19	26	30	29	15	24	26	30
ENSG00000055130	1863	1509	1571	897	1401	1087	2070	740
ENSG00000106462	369	320	120	91	128	106	158	60
ENSG00000155660	5577	3627	3437	2255	6050	4021	2598	1030
ENSG00000055118	3	3	11	5	1	0	2	2
ENSG00000239969	1	1	0	0	3	1	0	1
ENSG00000205482	3	2	1	1	2	4	4	4
ENSG00000135205	16	13	38	19	14	25	24	13
ENSG00000230358	6	3	0	5	0	2	3	4
ENSG00000106610	64	249	75	75	72	206	107	227
ENSG00000273448	1	0	0	1	0	0	0	2
ENSG00000205238	9	4	3	1	4	2	0	5
ENSG00000270694	4	0	0	0	0	1	4	1
ENSG00000225648	409	864	542	469	327	785	486	489
ENSG00000106133	19	24	10	13	9	12	15	14
ENSG00000155428	2	1	1	1	0	3	2	0
ENSG00000174353	93	126	89	59	44	60	108	111
ENSG00000276178	1	1	0	0	0	0	0	2
ENSG00000229018	20	29	27	11	3	21	12	14
ENSG00000273520	17	44	50	40	12	48	21	53
ENSG00000273897	2	9	3	4	2	8	6	3
ENSG00000285702	0	9	8	2	1	7	1	6
ENSG00000275976	0	2	1	0	0	1	1	0
ENSG00000277125	1	2	0	4	1	3	1	2
ENSG00000174384	9	29	33	19	9	32	26	34
ENSG00000233523	1	1	0	1	3	1	0	0
ENSG00000277072	66	112	66	54	33	61	73	78
ENSG00000184616	25	34	45	42	10	49	24	52
ENSG00000123965	10	18	26	32	16	30	15	28
ENSG00000276592	1	0	0	0	3	1	0	0
ENSG00000286038	7	17	34	16	5	18	9	20
ENSG00000276840	16	38	28	42	13	41	15	32
ENSG00000273598	13	38	37	28	12	26	28	34
ENSG00000278416	17	37	38	39	12	22	25	32
ENSG00000205583	81	106	75	43	39	55	82	96
ENSG00000275930	1	1	0	0	0	0	0	2
ENSG00000286137	15	29	44	29	8	35	16	41
ENSG00000286014	15	29	44	29	8	35	16	41
ENSG00000236609	10	26	99	76	7	13	17	16
ENSG00000205903	485	370	455	329	370	281	675	404
ENSG00000228010	3	4	3	1	3	1	1	1
ENSG00000198580	9	7	9	5	8	12	5	1
ENSG00000164631	223	150	257	162	123	142	361	112
ENSG00000187953	119	155	123	92	67	100	156	121
ENSG00000106077	242	183	115	131	136	145	184	170
ENSG00000146648	2627	1744	3842	1837	2082	1781	1746	628
ENSG00000227053	0	0	0	0	1	4	2	0
ENSG00000169871	1290	872	1152	757	796	709	1585	916
ENSG00000105991	44	56	29	26	17	28	61	60
ENSG00000233429	24	67	25	12	25	74	26	48
ENSG00000105996	67	87	52	43	44	45	25	26
ENSG00000253552	63	106	49	62	44	75	30	54
ENSG00000197576	61	62	36	43	44	65	34	37
ENSG00000254369	3	2	2	1	1	2	5	4
ENSG00000106004	285	271	193	149	398	406	189	156
ENSG00000106006	0	1	1	0	0	0	3	0
ENSG00000122592	12	16	7	9	0	0	55	16
ENSG00000078399	0	0	2	2	0	1	43	37
ENSG00000253293	2	1	23	20	1	1	111	139
ENSG00000005073	0	3	6	0	3	0	13	5
ENSG00000240990	0	0	3	0	0	0	6	4
ENSG00000277149	57	38	155	100	29	26	45	17
ENSG00000233369	4027	3976	4434	3162	3815	5015	5050	3106
ENSG00000214544	104	69	109	67	41	24	98	32
ENSG00000205578	280	271	352	241	137	211	276	117
ENSG00000130305	735	589	399	358	498	447	528	558
ENSG00000146755	1	1	0	0	0	1	3	0
ENSG00000077800	1	2	0	1	1	2	9	5
ENSG00000229251	8	10	5	2	7	6	5	5
ENSG00000224059	5	3	2	2	3	3	3	0
ENSG00000153993	22	13	99	35	5	3	803	144
ENSG00000263001	4999	4360	5304	3538	4189	4723	5813	3176
ENSG00000262648	1	0	0	0	3	1	0	0
ENSG00000274070	330	262	348	206	389	460	466	606
ENSG00000274523	1233	1274	975	887	985	927	1563	1233
ENSG00000174428	214	174	205	136	99	104	225	131
ENSG00000262461	17	46	50	40	12	49	22	53
ENSG00000274570	17	46	50	40	13	49	21	54
ENSG00000188763	12	8	14	9	8	15	11	2
ENSG00000146587	105	86	111	73	58	74	160	23
ENSG00000132436	272	223	179	102	121	78	201	54
ENSG00000171130	287	555	272	264	150	268	240	466
ENSG00000106052	5385	3850	4341	2382	3223	2355	9990	2871
ENSG00000091073	328	256	185	124	320	247	378	265
ENSG00000064419	1688	1224	1300	852	1091	884	1719	678
ENSG00000196275	240	276	278	167	142	190	260	216
ENSG00000285480	1	0	3	0	3	0	2	1
ENSG00000146707	156	275	100	111	129	359	284	513
ENSG00000122545	7498	5807	7740	4463	5433	4393	16027	5615
ENSG00000182095	2707	2393	2010	1728	1447	1378	2082	1246
ENSG00000205277	7	6	6	1	4	7	3	22
ENSG00000078487	53	62	64	51	31	27	71	64
ENSG00000170379	66	62	81	40	38	34	64	50
ENSG00000219545	206	261	148	152	107	183	176	144
ENSG00000164707	9	13	1	1	4	4	3	5
ENSG00000106603	240	473	179	272	209	407	271	319
ENSG00000105997	293	404	221	188	144	244	141	146
ENSG00000174945	68	92	17	25	86	137	45	42
ENSG00000234444	28	27	18	32	16	28	37	54
ENSG00000232727	3	1	4	2	3	6	5	1
ENSG00000228653	3	3	3	0	0	1	4	1
ENSG00000173041	44	45	30	20	18	21	37	26
ENSG00000213642	0	2	0	0	0	1	1	2
ENSG00000271550	0	2	1	0	0	1	0	0
ENSG00000224172	55	36	52	41	71	71	49	9
ENSG00000198039	4	11	12	4	3	7	6	2
ENSG00000196247	23	18	33	6	8	11	19	6
ENSG00000179994	7	7	3	3	1	2	1	7
ENSG00000196313	996	1080	1467	1023	797	1067	1251	768
ENSG00000214022	841	1208	971	856	551	933	862	954
ENSG00000196456	109	91	68	62	98	92	96	102
ENSG00000284691	33	53	51	40	27	42	36	55
ENSG00000106526	7	3	5	2	8	8	3	1
ENSG00000180347	0	1	1	0	1	0	0	3
ENSG00000167393	246	210	145	123	144	90	204	185
ENSG00000286431	0	3	0	2	1	0	0	0
ENSG00000183943	151	148	148	117	100	119	142	62
ENSG00000101846	346	507	676	499	366	656	965	550
ENSG00000236017	0	2	2	0	1	2	0	2
ENSG00000006757	164	346	132	170	113	250	178	303
ENSG00000185291	4	4	13	0	4	4	11	7
ENSG00000280767	1	0	1	4	0	0	0	1
ENSG00000237730	0	1	0	0	1	0	1	0
ENSG00000281849	3	1	3	0	0	3	1	0
ENSG00000205542	12178	40454	15519	22243	10040	33381	28603	79070
ENSG00000234129	1	9	2	2	1	5	8	8
ENSG00000169100	4842	9584	6265	6731	7507	12786	3830	7463
ENSG00000178605	693	862	606	500	685	1005	538	668
ENSG00000226985	2	3	0	0	2	0	26	54
ENSG00000169084	279	325	345	318	447	606	276	364
ENSG00000146950	56	69	41	29	97	141	57	29
ENSG00000228459	1	1	0	0	0	1	0	2
ENSG00000011201	12	12	428	216	16	3	42	5
ENSG00000169093	916	575	631	452	1063	624	810	389
ENSG00000181544	33	24	13	9	12	13	23	5
ENSG00000101825	185	158	75	34	110	69	122	56
ENSG00000004961	796	767	556	498	743	719	1786	1013
ENSG00000146938	3	1	5	2	7	5	1	1
ENSG00000285679	3	0	3	2	0	1	2	0
ENSG00000285756	185	306	286	286	151	274	311	277
